,Timestamp,Data,AX,AY,AZ,fAX,fAY,fAZ
231,18:17:05:996,0001747219 [app] INFO: ACCEL: ,64.0,0.0,-160.0,-25.416895,162.555527,67.231216
232,18:17:06:088,0001747309 [app] INFO: ACCEL: ,-64.0,-64.0,288.0,-25.819597,159.962418,69.753067
233,18:17:06:175,0001747399 [app] INFO: ACCEL: ,224.0,0.0,-96.0,-23.237131,158.144135,67.872879
234,18:17:06:264,0001747489 [app] INFO: ACCEL: ,288.0,-192.0,32.0,-20.036943,154.196335,67.469208
235,18:17:06:354,0001747579 [app] INFO: ACCEL: ,64.0,96.0,0.0,-19.176388,153.543015,66.717903
236,18:17:06:444,0001747669 [app] INFO: ACCEL: ,288.0,-576.0,864.0,-16.057541,145.43457,75.510017
237,18:17:06:534,0001747759 [app] INFO: ACCEL: ,-96.0,128.0,-160.0,-16.865948,145.240158,72.900726
238,18:17:06:623,0001747849 [app] INFO: ACCEL: ,256.0,160.0,-192.0,-14.129932,145.402985,69.984444
239,18:17:06:714,0001747939 [app] INFO: ACCEL: ,-32.0,64.0,64.0,-14.308294,144.514511,69.918938
240,18:17:06:805,0001748029 [app] INFO: ACCEL: ,448.0,-224.0,64.0,-9.737954,140.529388,69.854843
241,18:17:06:893,0001748119 [app] INFO: ACCEL: ,-64.0,64.0,-192.0,-10.273995,139.704681,67.049294
242,18:17:06:982,0001748209 [app] INFO: ACCEL: ,-96.0,-32.0,-224.0,-11.113479,137.871292,63.948017
243,18:17:07:073,0001748299 [app] INFO: ACCEL: ,96.0,-352.0,-64.0,-10.072964,132.678329,62.59127
244,18:17:07:163,0001748389 [app] INFO: ACCEL: ,-64.0,0.0,96.0,-10.592879,131.273117,62.942703
245,18:17:07:255,0001748479 [app] INFO: ACCEL: ,-224.0,-288.0,288.0,-12.632887,126.867523,65.287025
246,18:17:07:435,0001748569 [app] INFO: ACCEL: ,-576.0,-32.0,416.0,-17.989799,125.201843,68.918694
247,18:17:07:524,0001748749 [app] INFO: ACCEL: ,160.0,-128.0,-128.0,-16.294573,122.566383,66.886467
