,time_seconds,time_seconds_delta,Timestamp,Data,AX,AY,AZ,fAX,fAY,fAZ,speed_change,filtered_speed_change,Amag,fAmag,fAmag_norm,Q3 threshold,Std threshold,HO threshold
108,65570.577,0.09100000000034925,18:12:50:577,0001491801 [app] INFO: ACCEL: ,1248,992,-1568,162.395142,99.848152,-630.562439,113.56800000043586,14.777957922056714,2236.1109095928136,658.749440288676,0.2900014948293809,Abnormal data,Abnormal data,Normal data
109,65570.667,0.08999999999650754,18:12:50:667,0001491891 [app] INFO: ACCEL: ,928,992,-1440,190.403763,142.547455,-680.131287,83.519999996759,17.13633866933502,1979.6080420123576,720.5219895657686,0.32313120332179207,Abnormal data,Abnormal data,Abnormal data
110,65570.756,0.08899999999266583,18:12:50:756,0001491981 [app] INFO: ACCEL: ,1376,-96,-768,232.864197,131.466431,-685.278992,122.46399998990819,20.724913531292135,1578.7387370936333,735.6061810512937,0.3312211214586897,Abnormal data,Abnormal data,Abnormal data
111,65570.852,0.09600000000500586,18:12:50:852,0001492071 [app] INFO: ACCEL: ,896,-320,-576,256.316772,111.33445,-679.221252,86.01600000448525,24.606410113283086,1112.201420606897,734.4624949810235,0.3306077424325964,Abnormal data,Abnormal data,Abnormal data
112,65570.936,0.08400000000256114,18:12:50:936,0001492161 [app] INFO: ACCEL: ,-1696,512,-2272,188.775452,128.586182,-763.051086,-142.4640000043437,15.85713796848348,2881.066469208928,796.5033190922188,0.36388133145371626,Abnormal data,Abnormal data,Abnormal data
113,65571.07,0.13400000000547152,18:12:51:070,0001492251 [app] INFO: ACCEL: ,-2368,-768,2528,100.057899,91.290634,-593.527832,-317.31200001295656,13.40775846654747,3547.961668338597,608.7863749847202,0.26320542103481614,Abnormal data,Abnormal data,Normal data
114,65571.161,0.09099999998579733,18:12:51:161,0001492386 [app] INFO: ACCEL: ,-1024,-1280,1600,60.50246,35.584591,-479.368774,-93.18399998545647,5.505723859140703,2290.62786152618,484.48037346104326,0.1965379183571533,Abnormal data,Abnormal data,Normal data
115,65571.268,0.10700000000360887,18:12:51:268,0001492476 [app] INFO: ACCEL: ,-448,-1984,-64,42.841507,-45.33007,-457.965881,-47.936000001616776,4.58404124915461,2034.9584762348347,462.19363704873973,0.18458514824765376,Abnormal data,Normal data,Normal data
116,65571.388,0.1200000000098953,18:12:51:388,0001492566 [app] INFO: ACCEL: ,1280,384,-2624,84.775391,-28.15029,-564.945129,153.600000012666,10.173046920838878,2944.6955700037993,571.9635517470615,0.2434566909919781,Abnormal data,Abnormal data,Normal data
117,65571.567,0.17899999998917338,18:12:51:567,0001492701 [app] INFO: ACCEL: ,-1792,-1760,4928,21.775705,-95.334396,-295.769318,-320.7679999805987,3.8978511947642422,5531.188660676835,311.5161598683397,0.10377415770610338,Normal data,Normal data,Normal data
118,65571.747,0.180000000007567,18:12:51:747,0001492881 [app] INFO: ACCEL: ,2784,-160,-1664,114.740784,-97.82972,-366.345428,501.1200000210665,20.653341120868244,3247.3299801529256,396.16293900959016,0.1491717194157846,Abnormal data,Normal data,Normal data
119,65571.837,0.08999999999650754,18:12:51:837,0001493061 [app] INFO: ACCEL: ,1504,3360,-2048,162.388351,30.803896,-450.977295,135.35999999474734,14.614951589432865,4212.5906518435895,480.3117499653689,0.19430221199822018,Abnormal data,Normal data,Normal data
120,65571.977,0.13999999999941792,18:12:51:977,0001493151 [app] INFO: ACCEL: ,3904,-1216,5600,289.78949,-16.888779,-151.774582,546.5599999977276,40.57052859983132,6933.965099421831,327.5648074989828,0.11238133069674114,Normal data,Normal data,Normal data
121,65572.059,0.08199999999487773,18:12:52:059,0001493286 [app] INFO: ACCEL: ,-1888,-1632,-672,212.901077,-77.821579,-179.096725,-154.81599999032915,17.45788831290946,2584.482927008805,288.89220074543164,0.09164052910476413,Normal data,Normal data,Normal data
122,65572.15,0.09100000000034925,18:12:52:150,0001493376 [app] INFO: ACCEL: ,2944,1120,-2080,309.9487,-32.920685,-274.887329,267.9040000010282,28.205331700108246,3774.6438242568,415.5899562998527,0.15959077168472022,Abnormal data,Normal data,Normal data
123,65572.239,0.08900000000721775,18:12:52:239,0001493466 [app] INFO: ACCEL: ,576,2784,-512,319.558899,71.205795,-286.673676,51.264000004157424,28.440742013306497,2888.697976597761,435.1665792349261,0.17009006010157923,Abnormal data,Normal data,Normal data
124,65572.376,0.13700000000244472,18:12:52:376,0001493556 [app] INFO: ACCEL: ,-288,544,-5536,298.269257,88.973305,-536.372925,-39.45600000070408,40.862888209729185,5570.114541012599,620.1424943889998,0.26929590831228256,Abnormal data,Abnormal data,Normal data
125,65572.692,0.3159999999916181,18:12:52:692,0001493691 [app] INFO: ACCEL: ,704,3360,-4448,312.166443,208.524948,-731.708069,222.46399999409914,98.64459598538346,5618.711596086776,822.3911723221399,0.3777654440739422,Abnormal data,Abnormal data,Abnormal data
126,65572.871,0.1790000000037253,18:12:52:871,0001494096 [app] INFO: ACCEL: ,-608,-864,-864,281.45343,168.326477,-738.467224,-108.83200000226498,50.3801639710485,1364.7915591767119,808.0121762945547,0.3700537347081756,Abnormal data,Abnormal data,Abnormal data
127,65573.096,0.22500000000582077,18:12:53:096,0001494186 [app] INFO: ACCEL: ,2080,-1472,-3392,340.579681,107.843437,-867.777893,468.0000000121072,76.63042822698243,4242.504920444996,938.4365708952065,0.4400026395855908,Abnormal data,Abnormal data,Abnormal data
128,65573.274,0.17799999999988358,18:12:53:274,0001494411 [app] INFO: ACCEL: ,1088,64,-1504,365.196198,106.235031,-898.833679,193.66399999987334,65.00492324395748,1857.3787981992257,975.9898192859908,0.46014310953040427,Abnormal data,Abnormal data,Abnormal data
129,65573.364,0.08999999999650754,18:12:53:364,0001494591 [app] INFO: ACCEL: ,1184,160,32,391.681519,108.139221,-854.986511,106.55999999586493,35.25133670863207,1195.1903614069183,946.6310989168838,0.44439750960096414,Abnormal data,Abnormal data,Abnormal data
