,"Timestamp,Mode,Data",Timestamp,mode,Data,AX,AY,AZ,fAX,fAY,fAZ
112,"18:18:08:320,RX,0001809544 [app] INFO: ACCEL: ,-1024.000000,544.000000,1440.000000,2.960668,-9.879374,-38.845547",18:18:08:320,RX,0001809544 [app] INFO: ACCEL: ,-1024.000000,544.000000,1440.000000,2.960668,-9.879374,-38.845547
113,"18:18:08:409,RX,0001809634 [app] INFO: ACCEL: ,288.000000,-256.000000,-224.000000,3.626707,-10.425580,-39.534878",18:18:08:409,RX,0001809634 [app] INFO: ACCEL: ,288.000000,-256.000000,-224.000000,3.626707,-10.425580,-39.534878
114,"18:18:08:500,RX,0001809724 [app] INFO: ACCEL: ,-512.000000,288.000000,64.000000,2.417837,-9.761517,-39.149429",18:18:08:500,RX,0001809724 [app] INFO: ACCEL: ,-512.000000,288.000000,64.000000,2.417837,-9.761517,-39.149429
115,"18:18:08:589,RX,0001809814 [app] INFO: ACCEL: ,608.000000,-352.000000,-1696.000000,3.848856,-10.525908,-45.307495",18:18:08:589,RX,0001809814 [app] INFO: ACCEL: ,608.000000,-352.000000,-1696.000000,3.848856,-10.525908,-45.307495
116,"18:18:08:683,RX,0001809904 [app] INFO: ACCEL: ,7424.000000,-5152.000000,512.000000,21.553057,-22.062080,-43.175682",18:18:08:683,RX,0001809904 [app] INFO: ACCEL: ,7424.000000,-5152.000000,512.000000,21.553057,-22.062080,-43.175682
118,"18:18:08:768,RX,0001809994 [app] INFO: ACCEL: ,-2080.000000,2720.000000,1312.000000,15.810439,-15.293674,-37.954277",18:18:08:768,RX,0001809994 [app] INFO: ACCEL: ,-2080.000000,2720.000000,1312.000000,15.810439,-15.293674,-37.954277
119,"18:18:08:863,RX,0001810084 [app] INFO: ACCEL: ,-928.000000,-224.000000,128.000000,13.130653,-15.835678,-37.300125",18:18:08:863,RX,0001810084 [app] INFO: ACCEL: ,-928.000000,-224.000000,128.000000,13.130653,-15.835678,-37.300125
120,"18:18:08:954,RX,0001810174 [app] INFO: ACCEL: ,512.000000,0.000000,-1312.000000,14.569680,-15.794489,-42.321510",18:18:08:954,RX,0001810174 [app] INFO: ACCEL: ,512.000000,0.000000,-1312.000000,14.569680,-15.794489,-42.321510
121,"18:18:09:041,RX,0001810264 [app] INFO: ACCEL: ,-128.000000,960.000000,640.000000,14.155530,-13.262206,-39.576229",18:18:09:041,RX,0001810264 [app] INFO: ACCEL: ,-128.000000,960.000000,640.000000,14.155530,-13.262206,-39.576229
122,"18:18:09:130,RX,0001810354 [app] INFO: ACCEL: ,-64.000000,160.000000,-448.000000,13.928511,-12.805008,-41.235157",18:18:09:130,RX,0001810354 [app] INFO: ACCEL: ,-64.000000,160.000000,-448.000000,13.928511,-12.805008,-41.235157
123,"18:18:09:219,RX,0001810444 [app] INFO: ACCEL: ,672.000000,544.000000,288.000000,15.837456,-11.334534,-39.892448",18:18:09:219,RX,0001810444 [app] INFO: ACCEL: ,672.000000,544.000000,288.000000,15.837456,-11.334534,-39.892448
124,"18:18:09:308,RX,0001810534 [app] INFO: ACCEL: ,0.000000,0.000000,992.000000,15.791046,-11.304347,-35.673729",18:18:09:308,RX,0001810534 [app] INFO: ACCEL: ,0.000000,0.000000,992.000000,15.791046,-11.304347,-35.673729
125,"18:18:09:398,RX,0001810624 [app] INFO: ACCEL: ,-576.000000,0.000000,480.000000,14.061393,-11.274314,-33.530914",18:18:09:398,RX,0001810624 [app] INFO: ACCEL: ,-576.000000,0.000000,480.000000,14.061393,-11.274314,-33.530914
126,"18:18:09:488,RX,0001810714 [app] INFO: ACCEL: ,576.000000,-64.000000,-352.000000,15.718334,-11.414053,-34.862331",18:18:09:488,RX,0001810714 [app] INFO: ACCEL: ,576.000000,-64.000000,-352.000000,15.718334,-11.414053,-34.862331
127,"18:18:09:578,RX,0001810804 [app] INFO: ACCEL: ,160.000000,640.000000,1632.000000,16.147268,-9.690365,-27.878721",18:18:09:578,RX,0001810804 [app] INFO: ACCEL: ,160.000000,640.000000,1632.000000,16.147268,-9.690365,-27.878721
128,"18:18:09:668,RX,0001810894 [app] INFO: ACCEL: ,-224.000000,-864.000000,-608.000000,15.433405,-11.974257,-30.379442",18:18:09:668,RX,0001810894 [app] INFO: ACCEL: ,-224.000000,-864.000000,-608.000000,15.433405,-11.974257,-30.379442
129,"18:18:09:757,RX,0001810984 [app] INFO: ACCEL: ,32.000000,-352.000000,-1312.000000,15.482740,-12.896299,-35.943939",18:18:09:757,RX,0001810984 [app] INFO: ACCEL: ,32.000000,-352.000000,-1312.000000,15.482740,-12.896299,-35.943939
130,"18:18:09:847,RX,0001811074 [app] INFO: ACCEL: ,-1952.000000,992.000000,1184.000000,9.639064,-10.160277,-30.535545",18:18:09:847,RX,0001811074 [app] INFO: ACCEL: ,-1952.000000,992.000000,1184.000000,9.639064,-10.160277,-30.535545
131,"18:18:09:937,RX,0001811164 [app] INFO: ACCEL: ,1216.000000,128.000000,-672.000000,13.351642,-9.777613,-33.435574",18:18:09:937,RX,0001811164 [app] INFO: ACCEL: ,1216.000000,128.000000,-672.000000,13.351642,-9.777613,-33.435574
132,"18:18:10:027,RX,0001811254 [app] INFO: ACCEL: ,0.000000,-288.000000,-160.000000,13.309692,-10.548200,-34.012463",18:18:10:027,RX,0001811254 [app] INFO: ACCEL: ,0.000000,-288.000000,-160.000000,13.309692,-10.548200,-34.012463
133,"18:18:10:117,RX,0001811344 [app] INFO: ACCEL: ,736.000000,416.000000,352.000000,15.573769,-9.363523,-32.256557",18:18:10:117,RX,0001811344 [app] INFO: ACCEL: ,736.000000,416.000000,352.000000,15.573769,-9.363523,-32.256557
134,"18:18:10:207,RX,0001811434 [app] INFO: ACCEL: ,-160.000000,288.000000,-672.000000,15.017541,-8.532920,-35.175728",18:18:10:207,RX,0001811434 [app] INFO: ACCEL: ,-160.000000,288.000000,-672.000000,15.017541,-8.532920,-35.175728
135,"18:18:10:297,RX,0001811524 [app] INFO: ACCEL: ,-96.000000,128.000000,0.000000,14.665714,-8.150359,-35.013912",18:18:10:297,RX,0001811524 [app] INFO: ACCEL: ,-96.000000,128.000000,0.000000,14.665714,-8.150359,-35.013912
136,"18:18:10:387,RX,0001811614 [app] INFO: ACCEL: ,192.000000,-1344.000000,-736.000000,15.227170,-11.893068,-38.226040",18:18:10:387,RX,0001811614 [app] INFO: ACCEL: ,192.000000,-1344.000000,-736.000000,15.227170,-11.893068,-38.226040
137,"18:18:10:488,RX,0001811704 [app] INFO: ACCEL: ,-384.000000,-96.000000,352.000000,13.962716,-12.134316,-36.421227",18:18:10:488,RX,0001811704 [app] INFO: ACCEL: ,-384.000000,-96.000000,352.000000,13.962716,-12.134316,-36.421227
138,"18:18:10:568,RX,0001811794 [app] INFO: ACCEL: ,448.000000,256.000000,-1472.000000,15.343989,-11.366128,-43.081623",18:18:10:568,RX,0001811794 [app] INFO: ACCEL: ,448.000000,256.000000,-1472.000000,15.343989,-11.366128,-43.081623
139,"18:18:10:657,RX,0001811884 [app] INFO: ACCEL: ,96.000000,192.000000,512.000000,15.602067,-10.782054,-40.444954",18:18:10:657,RX,0001811884 [app] INFO: ACCEL: ,96.000000,192.000000,512.000000,15.602067,-10.782054,-40.444954
140,"18:18:10:747,RX,0001811977 [app] INFO: ACCEL: ,-448.000000,-480.000000,896.000000,14.121016,-12.131253,-35.968903",18:18:10:747,RX,0001811977 [app] INFO: ACCEL: ,-448.000000,-480.000000,896.000000,14.121016,-12.131253,-35.968903
141,"18:18:10:837,RX,0001812064 [app] INFO: ACCEL: ,-736.000000,32.000000,480.000000,11.710188,-12.003537,-33.468639",18:18:10:837,RX,0001812064 [app] INFO: ACCEL: ,-736.000000,32.000000,480.000000,11.710188,-12.003537,-33.468639
142,"18:18:10:928,RX,0001812154 [app] INFO: ACCEL: ,-256.000000,1152.000000,3424.000000,10.839721,-8.641668,-16.624147",18:18:10:928,RX,0001812154 [app] INFO: ACCEL: ,-256.000000,1152.000000,3424.000000,10.839721,-8.641668,-16.624147
143,"18:18:11:017,RX,0001812244 [app] INFO: ACCEL: ,800.000000,-480.000000,2304.000000,13.411031,-10.030631,-4.599105",18:18:11:017,RX,0001812244 [app] INFO: ACCEL: ,800.000000,-480.000000,2304.000000,13.411031,-10.030631,-4.599105
144,"18:18:11:108,RX,0001812334 [app] INFO: ACCEL: ,-128.000000,-480.000000,320.000000,12.944545,-11.424410,-2.848519",18:18:11:108,RX,0001812334 [app] INFO: ACCEL: ,-128.000000,-480.000000,320.000000,12.944545,-11.424410,-2.848519
145,"18:18:11:197,RX,0001812424 [app] INFO: ACCEL: ,-64.000000,-192.000000,-160.000000,12.690842,-11.963360,-3.696945",18:18:11:197,RX,0001812424 [app] INFO: ACCEL: ,-64.000000,-192.000000,-160.000000,12.690842,-11.963360,-3.696945
146,"18:18:11:290,RX,0001812514 [app] INFO: ACCEL: ,224.000000,768.000000,160.000000,13.386349,-9.634034,-2.815179",18:18:11:290,RX,0001812514 [app] INFO: ACCEL: ,224.000000,768.000000,160.000000,13.386349,-9.634034,-2.815179
147,"18:18:11:377,RX,0001812604 [app] INFO: ACCEL: ,-96.000000,640.000000,-832.000000,13.025982,-7.669625,-7.272181",18:18:11:377,RX,0001812604 [app] INFO: ACCEL: ,-96.000000,640.000000,-832.000000,13.025982,-7.669625,-7.272181
148,"18:18:11:467,RX,0001812694 [app] INFO: ACCEL: ,64.000000,-896.000000,-448.000000,13.193727,-10.382412,-9.667362",18:18:11:467,RX,0001812694 [app] INFO: ACCEL: ,64.000000,-896.000000,-448.000000,13.193727,-10.382412,-9.667362
149,"18:18:11:557,RX,0001812784 [app] INFO: ACCEL: ,608.000000,-352.000000,-1792.000000,15.146667,-11.440890,-19.385735",18:18:11:557,RX,0001812784 [app] INFO: ACCEL: ,608.000000,-352.000000,-1792.000000,15.146667,-11.440890,-19.385735
150,"18:18:11:648,RX,0001812874 [app] INFO: ACCEL: ,-576.000000,960.000000,2080.000000,13.189156,-8.419808,-7.597112",18:18:11:648,RX,0001812874 [app] INFO: ACCEL: ,-576.000000,960.000000,2080.000000,13.189156,-8.419808,-7.597112
151,"18:18:11:749,RX,0001812970 [app] INFO: ACCEL: ,576.000000,96.000000,-1408.000000,15.068574,-8.089810,-15.743268",18:18:11:749,RX,0001812970 [app] INFO: ACCEL: ,576.000000,96.000000,-1408.000000,15.068574,-8.089810,-15.743268
152,"18:18:11:834,RX,0001813054 [app] INFO: ACCEL: ,-480.000000,896.000000,-960.000000,13.402389,-5.235686,-21.356295",18:18:11:834,RX,0001813054 [app] INFO: ACCEL: ,-480.000000,896.000000,-960.000000,13.402389,-5.235686,-21.356295
154,"18:18:12:008,RX,0001813234 [app] INFO: ACCEL: ,-160.000000,160.000000,-768.000000,11.904379,-3.255898,-17.210655",18:18:12:008,RX,0001813234 [app] INFO: ACCEL: ,-160.000000,160.000000,-768.000000,11.904379,-3.255898,-17.210655
155,"18:18:12:098,RX,0001813324 [app] INFO: ACCEL: ,-1920.000000,160.000000,3168.000000,5.347076,-2.729814,2.576472",18:18:12:098,RX,0001813324 [app] INFO: ACCEL: ,-1920.000000,160.000000,3168.000000,5.347076,-2.729814,2.576472
156,"18:18:12:188,RX,0001813414 [app] INFO: ACCEL: ,-64.000000,128.000000,416.000000,5.103462,-2.308530,5.290413",18:18:12:188,RX,0001813414 [app] INFO: ACCEL: ,-64.000000,128.000000,416.000000,5.103462,-2.308530,5.290413
157,"18:18:12:277,RX,0001813504 [app] INFO: ACCEL: ,64.000000,-64.000000,-992.000000,5.309925,-2.507212,-1.267082",18:18:12:277,RX,0001813504 [app] INFO: ACCEL: ,64.000000,-64.000000,-992.000000,5.309925,-2.507212,-1.267082
158,"18:18:12:367,RX,0001813594 [app] INFO: ACCEL: ,0.000000,1760.000000,-992.000000,5.291354,3.157808,-7.867131",18:18:12:367,RX,0001813594 [app] INFO: ACCEL: ,0.000000,1760.000000,-992.000000,5.291354,3.157808,-7.867131
159,"18:18:12:457,RX,0001813684 [app] INFO: ACCEL: ,1024.000000,-64.000000,-864.000000,8.842117,2.935082,-13.644265",18:18:12:457,RX,0001813684 [app] INFO: ACCEL: ,1024.000000,-64.000000,-864.000000,8.842117,2.935082,-13.644265
160,"18:18:12:549,RX,0001813774 [app] INFO: ACCEL: ,384.000000,160.000000,672.000000,10.171663,3.454953,-8.970435",18:18:12:549,RX,0001813774 [app] INFO: ACCEL: ,384.000000,160.000000,672.000000,10.171663,3.454953,-8.970435
161,"18:18:12:638,RX,0001813864 [app] INFO: ACCEL: ,-1728.000000,-96.000000,1088.000000,3.987506,3.125825,-1.442199",18:18:12:638,RX,0001813864 [app] INFO: ACCEL: ,-1728.000000,-96.000000,1088.000000,3.987506,3.125825,-1.442199
163,"18:18:12:729,RX,0001813954 [app] INFO: ACCEL: ,256.000000,192.000000,-544.000000,4.911896,3.750043,-5.220828",18:18:12:729,RX,0001813954 [app] INFO: ACCEL: ,256.000000,192.000000,-544.000000,4.911896,3.750043,-5.220828
164,"18:18:12:817,RX,0001814044 [app] INFO: ACCEL: ,-96.000000,-640.000000,-1216.000000,4.541248,1.621511,-13.685178",18:18:12:817,RX,0001814044 [app] INFO: ACCEL: ,-96.000000,-640.000000,-1216.000000,4.541248,1.621511,-13.685178
165,"18:18:12:907,RX,0001814134 [app] INFO: ACCEL: ,-2208.000000,-224.000000,2976.000000,-3.571909,0.868420,7.569130",18:18:12:907,RX,0001814134 [app] INFO: ACCEL: ,-2208.000000,-224.000000,2976.000000,-3.571909,0.868420,7.569130
166,"18:18:12:997,RX,0001814224 [app] INFO: ACCEL: ,-544.000000,672.000000,960.000000,-5.633400,3.111145,14.691368",18:18:12:997,RX,0001814224 [app] INFO: ACCEL: ,-544.000000,672.000000,960.000000,-5.633400,3.111145,14.691368
167,"18:18:13:132,RX,0001814314 [app] INFO: ACCEL: ,960.000000,-800.000000,-1664.000000,-1.924430,0.400539,1.995809",18:18:13:132,RX,0001814314 [app] INFO: ACCEL: ,960.000000,-800.000000,-1664.000000,-1.924430,0.400539,1.995809
168,"18:18:13:222,RX,0001814449 [app] INFO: ACCEL: ,768.000000,1696.000000,-3008.000000,1.078186,6.195461,-21.349884",18:18:13:222,RX,0001814449 [app] INFO: ACCEL: ,768.000000,1696.000000,-3008.000000,1.078186,6.195461,-21.349884
169,"18:18:13:320,RX,0001814539 [app] INFO: ACCEL: ,2304.000000,3008.000000,-1568.000000,10.161637,16.765057,-33.964214",18:18:13:320,RX,0001814539 [app] INFO: ACCEL: ,2304.000000,3008.000000,-1568.000000,10.161637,16.765057,-33.964214
170,"18:18:13:402,RX,0001814629 [app] INFO: ACCEL: ,832.000000,1056.000000,-2528.000000,13.538597,20.629549,-54.759693",18:18:13:402,RX,0001814629 [app] INFO: ACCEL: ,832.000000,1056.000000,-2528.000000,13.538597,20.629549,-54.759693
171,"18:18:13:492,RX,0001814719 [app] INFO: ACCEL: ,-2880.000000,-480.000000,2208.000000,1.503796,18.736404,-35.123409",18:18:13:492,RX,0001814719 [app] INFO: ACCEL: ,-2880.000000,-480.000000,2208.000000,1.503796,18.736404,-35.123409
172,"18:18:13:583,RX,0001814809 [app] INFO: ACCEL: ,992.000000,1696.000000,-1728.000000,5.842783,25.118156,-50.341034",18:18:13:583,RX,0001814809 [app] INFO: ACCEL: ,992.000000,1696.000000,-1728.000000,5.842783,25.118156,-50.341034
173,"18:18:13:672,RX,0001814899 [app] INFO: ACCEL: ,832.000000,1568.000000,1312.000000,9.517144,31.161764,-37.796612",18:18:13:672,RX,0001814899 [app] INFO: ACCEL: ,832.000000,1568.000000,1312.000000,9.517144,31.161764,-37.796612
174,"18:18:13:762,RX,0001814989 [app] INFO: ACCEL: ,-32.000000,-928.000000,1184.000000,9.330289,27.304281,-26.348078",18:18:13:762,RX,0001814989 [app] INFO: ACCEL: ,-32.000000,-928.000000,1184.000000,9.330289,27.304281,-26.348078
175,"18:18:13:854,RX,0001815079 [app] INFO: ACCEL: ,2048.000000,608.000000,-256.000000,18.472111,29.674763,-28.531595",18:18:13:854,RX,0001815079 [app] INFO: ACCEL: ,2048.000000,608.000000,-256.000000,18.472111,29.674763,-28.531595
178,"18:18:13:942,RX,0001815169 [app] INFO: ACCEL: ,5376.000000,-1216.000000,-1344.000000,43.359787,24.551842,-40.977566",18:18:13:942,RX,0001815169 [app] INFO: ACCEL: ,5376.000000,-1216.000000,-1344.000000,43.359787,24.551842,-40.977566
179,"18:18:14:033,RX,0001815259 [app] INFO: ACCEL: ,4576.000000,-1728.000000,-384.000000,66.552414,17.195797,-44.276340",18:18:14:033,RX,0001815259 [app] INFO: ACCEL: ,4576.000000,-1728.000000,-384.000000,66.552414,17.195797,-44.276340
180,"18:18:14:167,RX,0001815349 [app] INFO: ACCEL: ,384.000000,1312.000000,-1472.000000,68.314148,22.796682,-57.968075",18:18:14:167,RX,0001815349 [app] INFO: ACCEL: ,384.000000,1312.000000,-1472.000000,68.314148,22.796682,-57.968075
181,"18:18:14:257,RX,0001815484 [app] INFO: ACCEL: ,-480.000000,-1088.000000,-2560.000000,65.268867,17.889101,-82.406410",18:18:14:257,RX,0001815484 [app] INFO: ACCEL: ,-480.000000,-1088.000000,-2560.000000,65.268867,17.889101,-82.406410
182,"18:18:14:348,RX,0001815574 [app] INFO: ACCEL: ,-7744.000000,-3840.000000,3104.000000,21.666151,0.544339,-50.057880",18:18:14:348,RX,0001815574 [app] INFO: ACCEL: ,-7744.000000,-3840.000000,3104.000000,21.666151,0.544339,-50.057880
183,"18:18:14:437,RX,0001815664 [app] INFO: ACCEL: ,1216.000000,4448.000000,-128.000000,29.326735,21.978743,-50.890587",18:18:14:437,RX,0001815664 [app] INFO: ACCEL: ,1216.000000,4448.000000,-128.000000,29.326735,21.978743,-50.890587
184,"18:18:14:527,RX,0001815754 [app] INFO: ACCEL: ,1664.000000,3968.000000,-4128.000000,39.992111,42.579990,-94.054977",18:18:14:527,RX,0001815754 [app] INFO: ACCEL: ,1664.000000,3968.000000,-4128.000000,39.992111,42.579990,-94.054977
185,"18:18:14:618,RX,0001815844 [app] INFO: ACCEL: ,2432.000000,-1824.000000,1792.000000,56.001060,32.124832,-72.703568",18:18:14:618,RX,0001815844 [app] INFO: ACCEL: ,2432.000000,-1824.000000,1792.000000,56.001060,32.124832,-72.703568
186,"18:18:14:709,RX,0001815934 [app] INFO: ACCEL: ,-704.000000,-1824.000000,-9056.000000,50.708393,21.402414,-177.011261",18:18:14:709,RX,0001815934 [app] INFO: ACCEL: ,-704.000000,-1824.000000,-9056.000000,50.708393,21.402414,-177.011261
187,"18:18:14:800,RX,0001816024 [app] INFO: ACCEL: ,1408.000000,3456.000000,-8160.000000,60.236912,41.857311,-284.880310",18:18:14:800,RX,0001816024 [app] INFO: ACCEL: ,1408.000000,3456.000000,-8160.000000,60.236912,41.857311,-284.880310
188,"18:18:14:888,RX,0001816114 [app] INFO: ACCEL: ,-608.000000,-1152.000000,4288.000000,55.452877,34.306892,-214.329956",18:18:14:888,RX,0001816114 [app] INFO: ACCEL: ,-608.000000,-1152.000000,4288.000000,55.452877,34.306892,-214.329956
189,"18:18:14:984,RX,0001816204 [app] INFO: ACCEL: ,-3296.000000,-352.000000,-1376.000000,31.313641,31.821495,-233.567383",18:18:14:984,RX,0001816204 [app] INFO: ACCEL: ,-3296.000000,-352.000000,-1376.000000,31.313641,31.821495,-233.567383
190,"18:18:15:069,RX,0001816294 [app] INFO: ACCEL: ,-480.000000,-3712.000000,5568.000000,27.413960,7.704994,-136.898499",18:18:15:069,RX,0001816294 [app] INFO: ACCEL: ,-480.000000,-3712.000000,5568.000000,27.413960,7.704994,-136.898499
191,"18:18:15:159,RX,0001816384 [app] INFO: ACCEL: ,-1600.000000,-2528.000000,8864.000000,14.970960,-9.731523,27.425753",18:18:15:159,RX,0001816384 [app] INFO: ACCEL: ,-1600.000000,-2528.000000,8864.000000,14.970960,-9.731523,27.425753
192,"18:18:15:248,RX,0001816474 [app] INFO: ACCEL: ,1664.000000,352.000000,-3520.000000,27.887630,-7.136714,-47.384491",18:18:15:248,RX,0001816474 [app] INFO: ACCEL: ,1664.000000,352.000000,-3520.000000,27.887630,-7.136714,-47.384491
193,"18:18:15:338,RX,0001816564 [app] INFO: ACCEL: ,-4128.000000,-3232.000000,-4224.000000,-5.468705,-30.269840,-139.629211",18:18:15:338,RX,0001816564 [app] INFO: ACCEL: ,-4128.000000,-3232.000000,-4224.000000,-5.468705,-30.269840,-139.629211
194,"18:18:15:430,RX,0001816654 [app] INFO: ACCEL: ,-1088.000000,-1856.000000,-10560.000000,-14.798487,-44.105518,-383.169830",18:18:15:430,RX,0001816654 [app] INFO: ACCEL: ,-1088.000000,-1856.000000,-10560.000000,-14.798487,-44.105518,-383.169830
196,"18:18:15:607,RX,0001816834 [app] INFO: ACCEL: ,416.000000,-3488.000000,7552.000000,-42.219841,-61.200462,-254.079010",18:18:15:607,RX,0001816834 [app] INFO: ACCEL: ,416.000000,-3488.000000,7552.000000,-42.219841,-61.200462,-254.079010
197,"18:18:15:698,RX,0001816924 [app] INFO: ACCEL: ,11200.000000,3040.000000,-8032.000000,62.047176,-35.108627,-504.356781",18:18:15:698,RX,0001816924 [app] INFO: ACCEL: ,11200.000000,3040.000000,-8032.000000,62.047176,-35.108627,-504.356781
198,"18:18:15:788,RX,0001817014 [app] INFO: ACCEL: ,3104.000000,4448.000000,3232.000000,96.215408,4.594525,-370.406586",18:18:15:788,RX,0001817014 [app] INFO: ACCEL: ,3104.000000,4448.000000,3232.000000,96.215408,4.594525,-370.406586
199,"18:18:15:882,RX,0001817104 [app] INFO: ACCEL: ,6144.000000,2656.000000,-12032.000000,167.430420,29.936642,-803.052246",18:18:15:882,RX,0001817104 [app] INFO: ACCEL: ,6144.000000,2656.000000,-12032.000000,167.430420,29.936642,-803.052246
200,"18:18:16:014,RX,0001817194 [app] INFO: ACCEL: ,-640.000000,-3456.000000,-5504.000000,156.911438,-4.799127,-1008.724426",18:18:16:014,RX,0001817194 [app] INFO: ACCEL: ,-640.000000,-3456.000000,-5504.000000,156.911438,-4.799127,-1008.724426
201,"18:18:16:106,RX,0001817329 [app] INFO: ACCEL: ,-1280.000000,-512.000000,5696.000000,138.137985,-10.148493,-702.464172",18:18:16:106,RX,0001817329 [app] INFO: ACCEL: ,-1280.000000,-512.000000,5696.000000,138.137985,-10.148493,-702.464172
202,"18:18:16:199,RX,0001817419 [app] INFO: ACCEL: ,64.000000,-6048.000000,-2048.000000,137.154739,-73.796608,-768.734558",18:18:16:199,RX,0001817419 [app] INFO: ACCEL: ,64.000000,-6048.000000,-2048.000000,137.154739,-73.796608,-768.734558
203,"18:18:16:288,RX,0001817509 [app] INFO: ACCEL: ,832.000000,2144.000000,-4512.000000,146.262726,-47.900444,-948.944824",18:18:16:288,RX,0001817509 [app] INFO: ACCEL: ,832.000000,2144.000000,-4512.000000,146.262726,-47.900444,-948.944824
204,"18:18:16:383,RX,0001817599 [app] INFO: ACCEL: ,-7168.000000,-15136.000000,10176.000000,50.330482,-229.674896,-401.589081",18:18:16:383,RX,0001817599 [app] INFO: ACCEL: ,-7168.000000,-15136.000000,10176.000000,50.330482,-229.674896,-401.589081
205,"18:18:16:466,RX,0001817689 [app] INFO: ACCEL: ,6144.000000,2080.000000,-4512.000000,140.588303,-194.011520,-634.794739",18:18:16:466,RX,0001817689 [app] INFO: ACCEL: ,6144.000000,2080.000000,-4512.000000,140.588303,-194.011520,-634.794739
206,"18:18:16:554,RX,0001817779 [app] INFO: ACCEL: ,-3840.000000,-7168.000000,4352.000000,75.524452,-304.879303,-346.320312",18:18:16:554,RX,0001817779 [app] INFO: ACCEL: ,-3840.000000,-7168.000000,4352.000000,75.524452,-304.879303,-346.320312
207,"18:18:16:644,RX,0001817869 [app] INFO: ACCEL: ,-1888.000000,-7520.000000,-1440.000000,41.475842,-433.253479,-411.735565",18:18:16:644,RX,0001817869 [app] INFO: ACCEL: ,-1888.000000,-7520.000000,-1440.000000,41.475842,-433.253479,-411.735565
208,"18:18:16:737,RX,0001817967 [app] INFO: ACCEL: ,-2048.000000,3008.000000,2560.000000,4.486881,-364.588043,-240.564026",18:18:16:737,RX,0001817967 [app] INFO: ACCEL: ,-2048.000000,3008.000000,2560.000000,4.486881,-364.588043,-240.564026
209,"18:18:16:826,RX,0001818049 [app] INFO: ACCEL: ,-896.000000,480.000000,2304.000000,-11.819429,-346.951721,-94.216949",18:18:16:826,RX,0001818049 [app] INFO: ACCEL: ,-896.000000,480.000000,2304.000000,-11.819429,-346.951721,-94.216949
210,"18:18:16:916,RX,0001818139 [app] INFO: ACCEL: ,-736.000000,3680.000000,-3456.000000,-24.927658,-263.220184,-285.824158",18:18:16:916,RX,0001818139 [app] INFO: ACCEL: ,-736.000000,3680.000000,-3456.000000,-24.927658,-263.220184,-285.824158
211,"18:18:17:005,RX,0001818229 [app] INFO: ACCEL: ,1120.000000,8160.000000,-3232.000000,-4.282526,-78.130714,-454.757843",18:18:17:005,RX,0001818229 [app] INFO: ACCEL: ,1120.000000,8160.000000,-3232.000000,-4.282526,-78.130714,-454.757843
212,"18:18:17:097,RX,0001818319 [app] INFO: ACCEL: ,320.000000,-6016.000000,-10720.000000,1.590450,-226.772110,-1042.370483",18:18:17:097,RX,0001818319 [app] INFO: ACCEL: ,320.000000,-6016.000000,-10720.000000,1.590450,-226.772110,-1042.370483
213,"18:18:17:186,RX,0001818409 [app] INFO: ACCEL: ,3840.000000,3648.000000,-11616.000000,70.304970,-121.212997,-1724.814819",18:18:17:186,RX,0001818409 [app] INFO: ACCEL: ,3840.000000,3648.000000,-11616.000000,70.304970,-121.212997,-1724.814819
214,"18:18:17:276,RX,0001818499 [app] INFO: ACCEL: ,-1152.000000,-1280.000000,-4064.000000,47.189266,-154.257858,-1894.453735",18:18:17:276,RX,0001818499 [app] INFO: ACCEL: ,-1152.000000,-1280.000000,-4064.000000,47.189266,-154.257858,-1894.453735
215,"18:18:17:367,RX,0001818589 [app] INFO: ACCEL: ,-2336.000000,-2080.000000,-512.000000,1.895160,-208.853546,-1796.911865",18:18:17:367,RX,0001818589 [app] INFO: ACCEL: ,-2336.000000,-2080.000000,-512.000000,1.895160,-208.853546,-1796.911865
216,"18:18:17:454,RX,0001818679 [app] INFO: ACCEL: ,-2112.000000,2592.000000,6784.000000,-39.374039,-128.748245,-1216.791138",18:18:17:454,RX,0001818679 [app] INFO: ACCEL: ,-2112.000000,2592.000000,6784.000000,-39.374039,-128.748245,-1216.791138
217,"18:18:17:548,RX,0001818769 [app] INFO: ACCEL: ,544.000000,-5024.000000,1184.000000,-27.740152,-272.262268,-1040.585327",18:18:17:548,RX,0001818769 [app] INFO: ACCEL: ,544.000000,-5024.000000,1184.000000,-27.740152,-272.262268,-1040.585327
218,"18:18:17:635,RX,0001818859 [app] INFO: ACCEL: ,-3008.000000,-3616.000000,-1504.000000,-86.678093,-376.531891,-1073.684692",18:18:17:635,RX,0001818859 [app] INFO: ACCEL: ,-3008.000000,-3616.000000,-1504.000000,-86.678093,-376.531891,-1073.684692
219,"18:18:17:727,RX,0001818949 [app] INFO: ACCEL: ,-1632.000000,1472.000000,4704.000000,-118.395470,-317.013306,-685.193665",18:18:17:727,RX,0001818949 [app] INFO: ACCEL: ,-1632.000000,1472.000000,4704.000000,-118.395470,-317.013306,-685.193665
220,"18:18:17:812,RX,0001819039 [app] INFO: ACCEL: ,-32.000000,352.000000,-1088.000000,-116.605293,-295.397888,-713.299805",18:18:17:812,RX,0001819039 [app] INFO: ACCEL: ,-32.000000,352.000000,-1088.000000,-116.605293,-295.397888,-713.299805
