,"Timestamp,Mode,Data",Timestamp,mode,Data,AX,AY,AZ,fAX,fAY,fAZ
113,"18:16:49:532,RX,0001730749 [app] INFO: ACCEL: ,-2880.000000,256.000000,4064.000000,154.141296,8.096139,32.019203",18:16:49:532,RX,0001730749 [app] INFO: ACCEL: ,-2880.000000,256.000000,4064.000000,154.141296,8.096139,32.019203
114,"18:16:49:624,RX,0001730840 [app] INFO: ACCEL: ,-8704.000000,-320.000000,-3552.000000,-95.705757,0.831709,-149.123001",18:16:49:624,RX,0001730840 [app] INFO: ACCEL: ,-8704.000000,-320.000000,-3552.000000,-95.705757,0.831709,-149.123001
115,"18:16:49:713,RX,0001730929 [app] INFO: ACCEL: ,2336.000000,-704.000000,1248.000000,-17.562078,-14.534043,-77.336823",18:16:49:713,RX,0001730929 [app] INFO: ACCEL: ,2336.000000,-704.000000,1248.000000,-17.562078,-14.534043,-77.336823
116,"18:16:49:844,RX,0001731020 [app] INFO: ACCEL: ,2816.000000,8512.000000,8000.000000,74.811073,169.892532,327.882599",18:16:49:844,RX,0001731020 [app] INFO: ACCEL: ,2816.000000,8512.000000,8000.000000,74.811073,169.892532,327.882599
117,"18:16:49:986,RX,0001731154 [app] INFO: ACCEL: ,2976.000000,2464.000000,-8320.000000,171.420761,226.541077,-148.297562",18:16:49:986,RX,0001731154 [app] INFO: ACCEL: ,2976.000000,2464.000000,-8320.000000,171.420761,226.541077,-148.297562
118,"18:16:50:071,RX,0001731289 [app] INFO: ACCEL: ,4160.000000,288.000000,1504.000000,307.164734,228.088364,-48.055260",18:16:50:071,RX,0001731289 [app] INFO: ACCEL: ,4160.000000,288.000000,1504.000000,307.164734,228.088364,-48.055260
119,"18:16:50:160,RX,0001731379 [app] INFO: ACCEL: ,3424.000000,2752.000000,5248.000000,417.642487,290.143860,264.290161",18:16:50:160,RX,0001731379 [app] INFO: ACCEL: ,3424.000000,2752.000000,5248.000000,417.642487,290.143860,264.290161
120,"18:16:50:247,RX,0001731469 [app] INFO: ACCEL: ,-4832.000000,-1376.000000,-864.000000,227.140350,248.193954,195.204697",18:16:50:247,RX,0001731469 [app] INFO: ACCEL: ,-4832.000000,-1376.000000,-864.000000,227.140350,248.193954,195.204697
121,"18:16:50:339,RX,0001731559 [app] INFO: ACCEL: ,960.000000,3584.000000,288.000000,255.394089,332.780426,200.672440",18:16:50:339,RX,0001731559 [app] INFO: ACCEL: ,960.000000,3584.000000,288.000000,255.394089,332.780426,200.672440
122,"18:16:50:524,RX,0001731649 [app] INFO: ACCEL: ,576.000000,-832.000000,256.000000,267.463348,302.104187,203.756485",18:16:50:524,RX,0001731649 [app] INFO: ACCEL: ,576.000000,-832.000000,256.000000,267.463348,302.104187,203.756485
123,"18:16:50:992,RX,0001731829 [app] INFO: ACCEL: ,160.000000,-1120.000000,6624.000000,263.540558,264.784241,543.090515",18:16:50:992,RX,0001731829 [app] INFO: ACCEL: ,160.000000,-1120.000000,6624.000000,263.540558,264.784241,543.090515
124,"18:16:51:063,RX,0001732279 [app] INFO: ACCEL: ,2400.000000,1984.000000,-2272.000000,338.938416,309.965057,384.646881",18:16:51:063,RX,0001732279 [app] INFO: ACCEL: ,2400.000000,1984.000000,-2272.000000,338.938416,309.965057,384.646881
125,"18:16:51:195,RX,0001732369 [app] INFO: ACCEL: ,-15424.000000,14624.000000,8032.000000,-220.533813,688.773438,813.787903",18:16:51:195,RX,0001732369 [app] INFO: ACCEL: ,-15424.000000,14624.000000,8032.000000,-220.533813,688.773438,813.787903
126,"18:16:51:292,RX,0001732504 [app] INFO: ACCEL: ,10208.000000,6304.000000,3968.000000,244.581787,873.625000,1005.461487",18:16:51:292,RX,0001732504 [app] INFO: ACCEL: ,10208.000000,6304.000000,3968.000000,244.581787,873.625000,1005.461487
127,"18:16:51:422,RX,0001732594 [app] INFO: ACCEL: ,-5088.000000,6176.000000,1440.000000,-28.156908,1060.922363,1031.829712",18:16:51:422,RX,0001732594 [app] INFO: ACCEL: ,-5088.000000,6176.000000,1440.000000,-28.156908,1060.922363,1031.829712
128,"18:16:51:597,RX,0001732729 [app] INFO: ACCEL: ,-1152.000000,8608.000000,8288.000000,-88.359474,1344.694336,1450.350586",18:16:51:597,RX,0001732729 [app] INFO: ACCEL: ,-1152.000000,8608.000000,8288.000000,-88.359474,1344.694336,1450.350586
129,"18:16:51:731,RX,0001732909 [app] INFO: ACCEL: ,-3072.000000,-1152.000000,3744.000000,-243.294815,1241.130005,1592.456421",18:16:51:731,RX,0001732909 [app] INFO: ACCEL: ,-3072.000000,-1152.000000,3744.000000,-243.294815,1241.130005,1592.456421
130,"18:16:51:998,RX,0001733044 [app] INFO: ACCEL: ,320.000000,2048.000000,1760.000000,-213.915070,1274.804077,1602.652344",18:16:51:998,RX,0001733044 [app] INFO: ACCEL: ,320.000000,2048.000000,1760.000000,-213.915070,1274.804077,1602.652344
131,"18:16:52:267,RX,0001733314 [app] INFO: ACCEL: ,4096.000000,2912.000000,-4416.000000,2.020049,1341.409302,1256.307129",18:16:52:267,RX,0001733314 [app] INFO: ACCEL: ,4096.000000,2912.000000,-4416.000000,2.020049,1341.409302,1256.307129
132,"18:16:52:449,RX,0001733584 [app] INFO: ACCEL: ,-1408.000000,2112.000000,128.000000,-70.753761,1372.479980,1187.968628",18:16:52:449,RX,0001733584 [app] INFO: ACCEL: ,-1408.000000,2112.000000,128.000000,-70.753761,1372.479980,1187.968628
134,"18:16:52:857,RX,0001733764 [app] INFO: ACCEL: ,640.000000,320.000000,-1696.000000,-34.936646,1331.084229,1019.769958",18:16:52:857,RX,0001733764 [app] INFO: ACCEL: ,640.000000,320.000000,-1696.000000,-34.936646,1331.084229,1019.769958
135,"18:16:53:035,RX,0001734169 [app] INFO: ACCEL: ,-832.000000,-352.000000,-64.000000,-73.693314,1266.101929,956.800903",18:16:53:035,RX,0001734169 [app] INFO: ACCEL: ,-832.000000,-352.000000,-64.000000,-73.693314,1266.101929,956.800903
136,"18:16:53:261,RX,0001734394 [app] INFO: ACCEL: ,1344.000000,-608.000000,-352.000000,-6.956783,1194.179321,883.462341",18:16:53:261,RX,0001734394 [app] INFO: ACCEL: ,1344.000000,-608.000000,-352.000000,-6.956783,1194.179321,883.462341
137,"18:16:53:394,RX,0001734574 [app] INFO: ACCEL: ,512.000000,-32.000000,0.000000,17.005295,1147.227661,835.424011",18:16:53:394,RX,0001734574 [app] INFO: ACCEL: ,512.000000,-32.000000,0.000000,17.005295,1147.227661,835.424011
138,"18:16:53:532,RX,0001734709 [app] INFO: ACCEL: ,-736.000000,96.000000,-32.000000,-16.558653,1107.544800,789.941223",18:16:53:532,RX,0001734709 [app] INFO: ACCEL: ,-736.000000,96.000000,-32.000000,-16.558653,1107.544800,789.941223
139,"18:16:53:665,RX,0001734889 [app] INFO: ACCEL: ,128.000000,928.000000,992.000000,-10.301267,1100.881470,800.174011",18:16:53:665,RX,0001734889 [app] INFO: ACCEL: ,128.000000,928.000000,992.000000,-10.301267,1100.881470,800.174011
140,"18:16:53:763,RX,0001734979 [app] INFO: ACCEL: ,320.000000,-480.000000,448.000000,3.440968,1044.114868,783.133423",18:16:53:763,RX,0001734979 [app] INFO: ACCEL: ,320.000000,-480.000000,448.000000,3.440968,1044.114868,783.133423
141,"18:16:53:935,RX,0001735069 [app] INFO: ACCEL: ,-320.000000,-640.000000,448.000000,-9.560248,983.957764,767.561951",18:16:53:935,RX,0001735069 [app] INFO: ACCEL: ,-320.000000,-640.000000,448.000000,-9.560248,983.957764,767.561951
142,"18:16:54:069,RX,0001735249 [app] INFO: ACCEL: ,96.000000,160.000000,-224.000000,-5.455697,954.617737,723.254150",18:16:54:069,RX,0001735249 [app] INFO: ACCEL: ,96.000000,160.000000,-224.000000,-5.455697,954.617737,723.254150
143,"18:16:54:159,RX,0001735384 [app] INFO: ACCEL: ,32.000000,0.000000,-32.000000,-4.050951,921.271851,690.336548",18:16:54:159,RX,0001735384 [app] INFO: ACCEL: ,32.000000,0.000000,-32.000000,-4.050951,921.271851,690.336548
144,"18:16:54:296,RX,0001735474 [app] INFO: ACCEL: ,96.000000,256.000000,-160.000000,-0.431648,898.403564,654.308960",18:16:54:296,RX,0001735474 [app] INFO: ACCEL: ,96.000000,256.000000,-160.000000,-0.431648,898.403564,654.308960
145,"18:16:54:563,RX,0001735609 [app] INFO: ACCEL: ,32.000000,-32.000000,0.000000,0.702781,867.086792,627.279968",18:16:54:563,RX,0001735609 [app] INFO: ACCEL: ,32.000000,-32.000000,0.000000,0.702781,867.086792,627.279968
146,"18:16:54:655,RX,0001735879 [app] INFO: ACCEL: ,-512.000000,928.000000,0.000000,-16.635845,869.106018,602.082886",18:16:54:655,RX,0001735879 [app] INFO: ACCEL: ,-512.000000,928.000000,0.000000,-16.635845,869.106018,602.082886
147,"18:16:54:789,RX,0001735969 [app] INFO: ACCEL: ,-736.000000,256.000000,160.000000,-40.400890,849.411011,584.804932",18:16:54:789,RX,0001735969 [app] INFO: ACCEL: ,-736.000000,256.000000,160.000000,-40.400890,849.411011,584.804932
148,"18:16:54:880,RX,0001736104 [app] INFO: ACCEL: ,192.000000,-128.000000,64.000000,-32.865318,818.629211,565.049255",18:16:54:880,RX,0001736104 [app] INFO: ACCEL: ,192.000000,-128.000000,64.000000,-32.865318,818.629211,565.049255
150,"18:16:55:153,RX,0001736284 [app] INFO: ACCEL: ,-320.000000,-192.000000,32.000000,-38.701008,759.032898,515.411682",18:16:55:153,RX,0001736284 [app] INFO: ACCEL: ,-320.000000,-192.000000,32.000000,-38.701008,759.032898,515.411682
151,"18:16:55:237,RX,0001736464 [app] INFO: ACCEL: ,0.000000,-96.000000,96.000000,-37.543964,733.060181,500.623688",18:16:55:237,RX,0001736464 [app] INFO: ACCEL: ,0.000000,-96.000000,96.000000,-37.543964,733.060181,500.623688
152,"18:16:55:376,RX,0001736554 [app] INFO: ACCEL: ,512.000000,288.000000,-1248.000000,-21.579222,719.721802,440.586517",18:16:55:376,RX,0001736554 [app] INFO: ACCEL: ,512.000000,288.000000,-1248.000000,-21.579222,719.721802,440.586517
153,"18:16:55:511,RX,0001736689 [app] INFO: ACCEL: ,864.000000,480.000000,-1216.000000,3.688295,712.686157,383.740234",18:16:55:511,RX,0001736689 [app] INFO: ACCEL: ,864.000000,480.000000,-1216.000000,3.688295,712.686157,383.740234
154,"18:16:55:598,RX,0001736824 [app] INFO: ACCEL: ,512.000000,0.000000,192.000000,18.031916,692.271179,377.175354",18:16:55:598,RX,0001736824 [app] INFO: ACCEL: ,512.000000,0.000000,192.000000,18.031916,692.271179,377.175354
155,"18:16:55:689,RX,0001736914 [app] INFO: ACCEL: ,-160.000000,800.000000,96.000000,13.097758,695.312683,367.832550",18:16:55:689,RX,0001736914 [app] INFO: ACCEL: ,-160.000000,800.000000,96.000000,13.097758,695.312683,367.832550
156,"18:16:55:784,RX,0001737004 [app] INFO: ACCEL: ,-416.000000,256.000000,384.000000,1.485932,683.224792,368.355316",18:16:55:784,RX,0001737004 [app] INFO: ACCEL: ,-416.000000,256.000000,384.000000,1.485932,683.224792,368.355316
157,"18:16:55:916,RX,0001737094 [app] INFO: ACCEL: ,-128.000000,64.000000,-64.000000,-1.954268,666.501038,354.809113",18:16:55:916,RX,0001737094 [app] INFO: ACCEL: ,-128.000000,64.000000,-64.000000,-1.954268,666.501038,354.809113
158,"18:16:56:004,RX,0001737229 [app] INFO: ACCEL: ,224.000000,352.000000,64.000000,3.908301,658.130798,345.900482",18:16:56:004,RX,0001737229 [app] INFO: ACCEL: ,224.000000,352.000000,64.000000,3.908301,658.130798,345.900482
159,"18:16:56:093,RX,0001737319 [app] INFO: ACCEL: ,-352.000000,-256.000000,256.000000,-5.132142,634.287354,343.213257",18:16:56:093,RX,0001737319 [app] INFO: ACCEL: ,-352.000000,-256.000000,256.000000,-5.132142,634.287354,343.213257
160,"18:16:56:188,RX,0001737409 [app] INFO: ACCEL: ,320.000000,-352.000000,-416.000000,2.977872,608.769287,321.139679",18:16:56:188,RX,0001737409 [app] INFO: ACCEL: ,320.000000,-352.000000,-416.000000,2.977872,608.769287,321.139679
161,"18:16:56:273,RX,0001737499 [app] INFO: ACCEL: ,192.000000,-64.000000,-320.000000,7.607226,591.475708,302.758484",18:16:56:273,RX,0001737499 [app] INFO: ACCEL: ,192.000000,-64.000000,-320.000000,7.607226,591.475708,302.758484
162,"18:16:56:413,RX,0001737589 [app] INFO: ACCEL: ,-224.000000,288.000000,-32.000000,2.050087,583.770630,293.312347",18:16:56:413,RX,0001737589 [app] INFO: ACCEL: ,-224.000000,288.000000,-32.000000,2.050087,583.770630,293.312347
163,"18:16:56:546,RX,0001737724 [app] INFO: ACCEL: ,224.000000,-96.000000,160.000000,7.274250,566.839294,289.629974",18:16:56:546,RX,0001737724 [app] INFO: ACCEL: ,224.000000,-96.000000,160.000000,7.274250,566.839294,289.629974
164,"18:16:56:634,RX,0001737859 [app] INFO: ACCEL: ,-192.000000,128.000000,-32.000000,2.671807,556.033142,280.962250",18:16:56:634,RX,0001737859 [app] INFO: ACCEL: ,-192.000000,128.000000,-32.000000,2.671807,556.033142,280.962250
165,"18:16:56:815,RX,0001737949 [app] INFO: ACCEL: ,-864.000000,192.000000,96.000000,-16.969200,547.209595,276.078033",18:16:56:815,RX,0001737949 [app] INFO: ACCEL: ,-864.000000,192.000000,96.000000,-16.969200,547.209595,276.078033
166,"18:16:56:993,RX,0001738129 [app] INFO: ACCEL: ,-928.000000,96.000000,-32.000000,-37.500023,536.455933,268.123505",18:16:56:993,RX,0001738129 [app] INFO: ACCEL: ,-928.000000,96.000000,-32.000000,-37.500023,536.455933,268.123505
167,"18:16:57:086,RX,0001738309 [app] INFO: ACCEL: ,-288.000000,0.000000,128.000000,-43.119164,523.858154,264.575409",18:16:57:086,RX,0001738309 [app] INFO: ACCEL: ,-288.000000,0.000000,128.000000,-43.119164,523.858154,264.575409
168,"18:16:57:221,RX,0001738399 [app] INFO: ACCEL: ,96.000000,-320.000000,96.000000,-40.051994,504.293335,260.400940",18:16:57:221,RX,0001738399 [app] INFO: ACCEL: ,96.000000,-320.000000,96.000000,-40.051994,504.293335,260.400940
169,"18:16:57:359,RX,0001738534 [app] INFO: ACCEL: ,-32.000000,-64.000000,-96.000000,-39.877827,491.203705,251.760223",18:16:57:359,RX,0001738534 [app] INFO: ACCEL: ,-32.000000,-64.000000,-96.000000,-39.877827,491.203705,251.760223
170,"18:16:57:443,RX,0001738669 [app] INFO: ACCEL: ,-160.000000,-256.000000,224.000000,-42.421482,474.193817,251.098557",18:16:57:443,RX,0001738669 [app] INFO: ACCEL: ,-160.000000,-256.000000,224.000000,-42.421482,474.193817,251.098557
171,"18:16:57:579,RX,0001738759 [app] INFO: ACCEL: ,-512.000000,0.000000,-64.000000,-52.181786,463.485046,243.758987",18:16:57:579,RX,0001738759 [app] INFO: ACCEL: ,-512.000000,0.000000,-64.000000,-52.181786,463.485046,243.758987
172,"18:16:57:668,RX,0001738894 [app] INFO: ACCEL: ,-352.000000,288.000000,160.000000,-58.342846,459.573639,241.840668",18:16:57:668,RX,0001738894 [app] INFO: ACCEL: ,-352.000000,288.000000,160.000000,-58.342846,459.573639,241.840668
173,"18:16:57:762,RX,0001738984 [app] INFO: ACCEL: ,-64.000000,288.000000,256.000000,-58.457424,455.819946,242.158218",18:16:57:762,RX,0001738984 [app] INFO: ACCEL: ,-64.000000,288.000000,256.000000,-58.457424,455.819946,242.158218
174,"18:16:57:850,RX,0001739074 [app] INFO: ACCEL: ,-288.000000,192.000000,-64.000000,-63.014755,450.152679,235.440826",18:16:57:850,RX,0001739074 [app] INFO: ACCEL: ,-288.000000,192.000000,-64.000000,-63.014755,450.152679,235.440826
175,"18:16:57:939,RX,0001739164 [app] INFO: ACCEL: ,320.000000,-192.000000,-96.000000,-55.524868,436.578613,228.282211",18:16:57:939,RX,0001739164 [app] INFO: ACCEL: ,320.000000,-192.000000,-96.000000,-55.524868,436.578613,228.282211
176,"18:16:58:076,RX,0001739254 [app] INFO: ACCEL: ,-576.000000,-96.000000,256.000000,-65.582581,425.415192,228.872025",18:16:58:076,RX,0001739254 [app] INFO: ACCEL: ,-576.000000,-96.000000,256.000000,-65.582581,425.415192,228.872025
177,"18:16:58:213,RX,0001739389 [app] INFO: ACCEL: ,192.000000,-224.000000,-128.000000,-60.649532,411.943146,221.432327",18:16:58:213,RX,0001739389 [app] INFO: ACCEL: ,192.000000,-224.000000,-128.000000,-60.649532,411.943146,221.432327
178,"18:16:58:298,RX,0001739524 [app] INFO: ACCEL: ,128.000000,-192.000000,-128.000000,-57.086617,399.512878,214.246613",18:16:58:298,RX,0001739524 [app] INFO: ACCEL: ,128.000000,-192.000000,-128.000000,-57.086617,399.512878,214.246613
179,"18:16:58:391,RX,0001739614 [app] INFO: ACCEL: ,-32.000000,416.000000,-96.000000,-56.619881,399.849304,207.952454",18:16:58:391,RX,0001739614 [app] INFO: ACCEL: ,-32.000000,416.000000,-96.000000,-56.619881,399.849304,207.952454
180,"18:16:58:572,RX,0001739704 [app] INFO: ACCEL: ,-32.000000,96.000000,0.000000,-56.169975,393.771179,203.792343",18:16:58:572,RX,0001739704 [app] INFO: ACCEL: ,-32.000000,96.000000,0.000000,-56.169975,393.771179,203.792343
181,"18:16:58:661,RX,0001739884 [app] INFO: ACCEL: ,128.000000,32.000000,-64.000000,-52.863228,386.634033,198.518784",18:16:58:661,RX,0001739884 [app] INFO: ACCEL: ,128.000000,32.000000,-64.000000,-52.863228,386.634033,198.518784
182,"18:16:58:799,RX,0001739974 [app] INFO: ACCEL: ,0.000000,32.000000,-288.000000,-51.927444,379.724396,189.073593",18:16:58:799,RX,0001739974 [app] INFO: ACCEL: ,0.000000,32.000000,-288.000000,-51.927444,379.724396,189.073593
183,"18:16:58:884,RX,0001740109 [app] INFO: ACCEL: ,-416.000000,-32.000000,128.000000,-58.266735,371.800964,187.899399",18:16:58:884,RX,0001740109 [app] INFO: ACCEL: ,-416.000000,-32.000000,128.000000,-58.266735,371.800964,187.899399
184,"18:16:58:978,RX,0001740199 [app] INFO: ACCEL: ,-96.000000,384.000000,288.000000,-58.917130,372.033142,189.789871",18:16:58:978,RX,0001740199 [app] INFO: ACCEL: ,-96.000000,384.000000,288.000000,-58.917130,372.033142,189.789871
185,"18:16:59:063,RX,0001740289 [app] INFO: ACCEL: ,-32.000000,32.000000,32.000000,-58.460693,365.680450,186.859375",18:16:59:063,RX,0001740289 [app] INFO: ACCEL: ,-32.000000,32.000000,32.000000,-58.460693,365.680450,186.859375
186,"18:16:59:154,RX,0001740379 [app] INFO: ACCEL: ,896.000000,1824.000000,-544.000000,-42.537224,392.604492,173.491959",18:16:59:154,RX,0001740379 [app] INFO: ACCEL: ,896.000000,1824.000000,-544.000000,-42.537224,392.604492,173.491959
187,"18:16:59:244,RX,0001740469 [app] INFO: ACCEL: ,-480.000000,-128.000000,-96.000000,-49.850487,382.897003,168.582016",18:16:59:244,RX,0001740469 [app] INFO: ACCEL: ,-480.000000,-128.000000,-96.000000,-49.850487,382.897003,168.582016
188,"18:16:59:333,RX,0001740559 [app] INFO: ACCEL: ,-64.000000,-352.000000,384.000000,-50.085144,369.307068,172.456940",18:16:59:333,RX,0001740559 [app] INFO: ACCEL: ,-64.000000,-352.000000,384.000000,-50.085144,369.307068,172.456940
189,"18:16:59:425,RX,0001740649 [app] INFO: ACCEL: ,224.000000,-160.000000,-64.000000,-45.612610,359.558044,168.261032",18:16:59:425,RX,0001740649 [app] INFO: ACCEL: ,224.000000,-160.000000,-64.000000,-45.612610,359.558044,168.261032
190,"18:16:59:514,RX,0001740739 [app] INFO: ACCEL: ,128.000000,-224.000000,32.000000,-42.810043,348.894501,165.874222",18:16:59:514,RX,0001740739 [app] INFO: ACCEL: ,128.000000,-224.000000,32.000000,-42.810043,348.894501,165.874222
192,"18:16:59:738,RX,0001740919 [app] INFO: ACCEL: ,-384.000000,64.000000,160.000000,-46.498863,339.282257,164.588806",18:16:59:738,RX,0001740919 [app] INFO: ACCEL: ,-384.000000,64.000000,160.000000,-46.498863,339.282257,164.588806
193,"18:16:59:829,RX,0001741054 [app] INFO: ACCEL: ,-128.000000,256.000000,96.000000,-47.769016,337.808350,163.442749",18:16:59:829,RX,0001741054 [app] INFO: ACCEL: ,-128.000000,256.000000,96.000000,-47.769016,337.808350,163.442749
194,"18:16:59:921,RX,0001741144 [app] INFO: ACCEL: ,640.000000,-224.000000,-288.000000,-37.198044,328.022583,156.013489",18:16:59:921,RX,0001741144 [app] INFO: ACCEL: ,640.000000,-224.000000,-288.000000,-37.198044,328.022583,156.013489
195,"18:17:00:057,RX,0001741234 [app] INFO: ACCEL: ,-128.000000,-160.000000,-96.000000,-38.591156,319.575317,151.897095",18:17:00:057,RX,0001741234 [app] INFO: ACCEL: ,-128.000000,-160.000000,-96.000000,-38.591156,319.575317,151.897095
196,"18:17:00:145,RX,0001741369 [app] INFO: ACCEL: ,0.000000,160.000000,-64.000000,-38.006981,316.834167,148.410095",18:17:00:145,RX,0001741369 [app] INFO: ACCEL: ,0.000000,160.000000,-64.000000,-38.006981,316.834167,148.410095
197,"18:17:00:236,RX,0001741459 [app] INFO: ACCEL: ,32.000000,0.000000,32.000000,-36.962257,311.466766,146.551956",18:17:00:236,RX,0001741459 [app] INFO: ACCEL: ,32.000000,0.000000,32.000000,-36.962257,311.466766,146.551956
198,"18:17:00:324,RX,0001741549 [app] INFO: ACCEL: ,-128.000000,64.000000,0.000000,-38.302696,307.318634,144.244156",18:17:00:324,RX,0001741549 [app] INFO: ACCEL: ,-128.000000,64.000000,0.000000,-38.302696,307.318634,144.244156
199,"18:17:00:504,RX,0001741639 [app] INFO: ACCEL: ,192.000000,0.000000,32.000000,-34.954933,302.227539,142.498993",18:17:00:504,RX,0001741639 [app] INFO: ACCEL: ,192.000000,0.000000,32.000000,-34.954933,302.227539,142.498993
200,"18:17:00:595,RX,0001741819 [app] INFO: ACCEL: ,-512.000000,160.000000,160.000000,-41.821106,299.895752,142.767517",18:17:00:595,RX,0001741819 [app] INFO: ACCEL: ,-512.000000,160.000000,160.000000,-41.821106,299.895752,142.767517
201,"18:17:00:730,RX,0001741909 [app] INFO: ACCEL: ,-320.000000,32.000000,0.000000,-45.805279,295.562408,140.609299",18:17:00:730,RX,0001741909 [app] INFO: ACCEL: ,-320.000000,32.000000,0.000000,-45.805279,295.562408,140.609299
202,"18:17:00:822,RX,0001742044 [app] INFO: ACCEL: ,-384.000000,192.000000,512.000000,-50.606815,293.905212,146.155563",18:17:00:822,RX,0001742044 [app] INFO: ACCEL: ,-384.000000,192.000000,512.000000,-50.606815,293.905212,146.155563
203,"18:17:00:954,RX,0001742179 [app] INFO: ACCEL: ,32.000000,0.000000,-32.000000,-49.442707,289.266815,143.514984",18:17:00:954,RX,0001742179 [app] INFO: ACCEL: ,32.000000,0.000000,-32.000000,-49.442707,289.266815,143.514984
204,"18:17:01:228,RX,0001742314 [app] INFO: ACCEL: ,32.000000,-32.000000,-320.000000,-48.309109,284.246490,136.721466",18:17:01:228,RX,0001742314 [app] INFO: ACCEL: ,32.000000,-32.000000,-320.000000,-48.309109,284.246490,136.721466
205,"18:17:01:314,RX,0001742539 [app] INFO: ACCEL: ,-864.000000,-128.000000,608.000000,-59.524811,277.863434,143.591187",18:17:01:314,RX,0001742539 [app] INFO: ACCEL: ,-864.000000,-128.000000,608.000000,-59.524811,277.863434,143.591187
206,"18:17:01:452,RX,0001742629 [app] INFO: ACCEL: ,1184.000000,-544.000000,-576.000000,-42.386967,265.230347,133.156540",18:17:01:452,RX,0001742629 [app] INFO: ACCEL: ,1184.000000,-544.000000,-576.000000,-42.386967,265.230347,133.156540
207,"18:17:01:632,RX,0001742764 [app] INFO: ACCEL: ,512.000000,-512.000000,480.000000,-34.665630,253.273758,138.184479",18:17:01:632,RX,0001742764 [app] INFO: ACCEL: ,512.000000,-512.000000,480.000000,-34.665630,253.273758,138.184479
208,"18:17:01:901,RX,0001742944 [app] INFO: ACCEL: ,576.000000,64.000000,-1024.000000,-26.185575,250.362274,121.464348",18:17:01:901,RX,0001742944 [app] INFO: ACCEL: ,576.000000,64.000000,-1024.000000,-26.185575,250.362274,121.464348
209,"18:17:02:086,RX,0001743214 [app] INFO: ACCEL: ,-192.000000,256.000000,-640.000000,-28.483986,250.447998,110.417290",18:17:02:086,RX,0001743214 [app] INFO: ACCEL: ,-192.000000,256.000000,-640.000000,-28.483986,250.447998,110.417290
210,"18:17:02:174,RX,0001743394 [app] INFO: ACCEL: ,544.000000,160.000000,576.000000,-20.631481,249.093109,117.175133",18:17:02:174,RX,0001743394 [app] INFO: ACCEL: ,544.000000,160.000000,576.000000,-20.631481,249.093109,117.175133
211,"18:17:02:307,RX,0001743529 [app] INFO: ACCEL: ,-352.000000,-64.000000,224.000000,-25.165848,244.464035,118.717514",18:17:02:307,RX,0001743529 [app] INFO: ACCEL: ,-352.000000,-64.000000,224.000000,-25.165848,244.464035,118.717514
212,"18:17:02:395,RX,0001743619 [app] INFO: ACCEL: ,-96.000000,-128.000000,256.000000,-26.128292,239.003906,120.675560",18:17:02:395,RX,0001743619 [app] INFO: ACCEL: ,-96.000000,-128.000000,256.000000,-26.128292,239.003906,120.675560
214,"18:17:02:488,RX,0001743709 [app] INFO: ACCEL: ,-256.000000,0.000000,-64.000000,-29.214064,235.525513,118.071556",18:17:02:488,RX,0001743709 [app] INFO: ACCEL: ,-256.000000,0.000000,-64.000000,-29.214064,235.525513,118.071556
215,"18:17:02:619,RX,0001743799 [app] INFO: ACCEL: ,288.000000,-96.000000,256.000000,-24.993164,230.747391,119.996346",18:17:02:619,RX,0001743799 [app] INFO: ACCEL: ,288.000000,-96.000000,256.000000,-24.993164,230.747391,119.996346
216,"18:17:02:710,RX,0001743934 [app] INFO: ACCEL: ,64.000000,-512.000000,-1216.000000,-23.817242,220.125641,101.559097",18:17:02:710,RX,0001743934 [app] INFO: ACCEL: ,64.000000,-512.000000,-1216.000000,-23.817242,220.125641,101.559097
217,"18:17:02:845,RX,0001744024 [app] INFO: ACCEL: ,-192.000000,640.000000,928.000000,-26.014418,226.132126,113.105431",18:17:02:845,RX,0001744024 [app] INFO: ACCEL: ,-192.000000,640.000000,928.000000,-26.014418,226.132126,113.105431
218,"18:17:02:936,RX,0001744159 [app] INFO: ACCEL: ,-96.000000,-768.000000,-832.000000,-26.919931,211.995132,99.870926",18:17:02:936,RX,0001744159 [app] INFO: ACCEL: ,-96.000000,-768.000000,-832.000000,-26.919931,211.995132,99.870926
219,"18:17:03:023,RX,0001744249 [app] INFO: ACCEL: ,224.000000,288.000000,-96.000000,-23.710428,213.081680,97.115570",18:17:03:023,RX,0001744249 [app] INFO: ACCEL: ,224.000000,288.000000,-96.000000,-23.710428,213.081680,97.115570
220,"18:17:03:117,RX,0001744339 [app] INFO: ACCEL: ,-640.000000,-384.000000,-352.000000,-31.532362,204.653595,90.861351",18:17:03:117,RX,0001744339 [app] INFO: ACCEL: ,-640.000000,-384.000000,-352.000000,-31.532362,204.653595,90.861351
221,"18:17:03:343,RX,0001744474 [app] INFO: ACCEL: ,-352.000000,288.000000,-320.000000,-35.597633,205.827347,85.168442",18:17:03:343,RX,0001744474 [app] INFO: ACCEL: ,-352.000000,288.000000,-320.000000,-35.597633,205.827347,85.168442
222,"18:17:03:518,RX,0001744654 [app] INFO: ACCEL: ,-64.000000,-32.000000,-320.000000,-35.955669,202.519135,79.586266",18:17:03:518,RX,0001744654 [app] INFO: ACCEL: ,-64.000000,-32.000000,-320.000000,-35.955669,202.519135,79.586266
