,Timestamp,Data,AX,AY,AZ,fAX,fAY,fAZ
228,18:18:19:748,0001820974 [app] INFO: ACCEL: ,480.0,-160.0,-2592.0,18.612776,-129.69754,-366.525848
229,18:18:19:838,0001821064 [app] INFO: ACCEL: ,288.0,-2080.0,-736.0,23.684029,-177.78981,-381.862579
230,18:18:19:928,0001821154 [app] INFO: ACCEL: ,0.0,-224.0,-448.0,23.244097,-178.944168,-384.517212
231,18:18:20:018,0001821244 [app] INFO: ACCEL: ,-1248.0,864.0,-224.0,0.050567,-153.502747,-378.315125
232,18:18:20:108,0001821334 [app] INFO: ACCEL: ,-2048.0,64.0,960.0,-37.561951,-148.217957,-328.374939
233,18:18:20:198,0001821424 [app] INFO: ACCEL: ,192.0,576.0,64.0,-33.255672,-130.965668,-313.896027
234,18:18:20:288,0001821514 [app] INFO: ACCEL: ,672.0,-1216.0,-928.0,-20.211096,-156.568954,-335.915802
235,18:18:20:379,0001821604 [app] INFO: ACCEL: ,704.0,416.0,1120.0,-6.877083,-143.089966,-284.921173
236,18:18:20:468,0001821694 [app] INFO: ACCEL: ,192.0,-1344.0,-1216.0,-3.230479,-171.019608,-317.314911
237,18:18:20:566,0001821784 [app] INFO: ACCEL: ,1472.0,544.0,-704.0,23.435991,-154.387054,-330.549805
238,18:18:20:648,0001821874 [app] INFO: ACCEL: ,224.0,-768.0,2432.0,27.100193,-168.531113,-238.442993
239,18:18:20:738,0001821975 [app] INFO: ACCEL: ,-736.0,832.0,-32.0,13.354949,-145.717697,-231.426498
240,18:18:20:829,0001822054 [app] INFO: ACCEL: ,-352.0,-1760.0,640.0,6.793591,-182.408661,-202.668015
241,18:18:20:919,0001822144 [app] INFO: ACCEL: ,-512.0,-256.0,-640.0,-2.424669,-184.095734,-216.875183
242,18:18:21:010,0001822234 [app] INFO: ACCEL: ,-352.0,-256.0,704.0,-8.589914,-185.709503,-187.655487
243,18:18:21:099,0001822324 [app] INFO: ACCEL: ,-576.0,1120.0,320.0,-18.4911,-157.007935,-171.764252
244,18:18:21:188,0001822414 [app] INFO: ACCEL: ,-32.0,-608.0,608.0,-18.725368,-166.955963,-147.863098
245,18:18:21:278,0001822504 [app] INFO: ACCEL: ,-224.0,-480.0,-32.0,-22.225441,-173.771698,-144.365189
246,18:18:21:369,0001822594 [app] INFO: ACCEL: ,-544.0,-256.0,96.0,-31.008211,-175.534592,-137.305374
247,18:18:21:458,0001822684 [app] INFO: ACCEL: ,384.0,-96.0,-512.0,-24.067732,-173.862549,-148.046509
248,18:18:21:549,0001822774 [app] INFO: ACCEL: ,-448.0,-256.0,-1120.0,-31.097757,-175.556396,-175.329712
249,18:18:21:638,0001822864 [app] INFO: ACCEL: ,288.0,320.0,-352.0,-25.849104,-165.527359,-180.24469
250,18:18:21:727,0001822954 [app] INFO: ACCEL: ,224.0,640.0,-64.0,-21.780602,-149.393326,-177.087479
251,18:18:21:818,0001823044 [app] INFO: ACCEL: ,288.0,1312.0,-704.0,-16.792606,-120.24453,-191.05159
252,18:18:21:908,0001823134 [app] INFO: ACCEL: ,896.0,1024.0,-800.0,-2.239808,-97.227005,-206.934494
253,18:18:22:045,0001823224 [app] INFO: ACCEL: ,-1056.0,800.0,224.0,-19.073496,-79.137642,-195.850372
254,18:18:22:133,0001823359 [app] INFO: ACCEL: ,288.0,224.0,864.0,-14.145042,-73.041397,-169.05014
255,18:18:22:223,0001823449 [app] INFO: ACCEL: ,64.0,-1408.0,32.0,-12.903185,-99.515182,-163.989151
256,18:18:22:316,0001823539 [app] INFO: ACCEL: ,-352.0,32.0,-224.0,-18.215872,-96.890884,-165.468475
257,18:18:22:403,0001823629 [app] INFO: ACCEL: ,-576.0,224.0,64.0,-26.877413,-90.596794,-159.941467
258,18:18:22:493,0001823719 [app] INFO: ACCEL: ,-64.0,576.0,-384.0,-27.45129,-77.692703,-165.234848
259,18:18:22:586,0001823809 [app] INFO: ACCEL: ,-416.0,1824.0,-128.0,-33.370739,-41.106316,-164.371719
260,18:18:22:675,0001823899 [app] INFO: ACCEL: ,-640.0,1632.0,-1664.0,-42.543583,-8.347621,-198.371414
261,18:18:22:764,0001823989 [app] INFO: ACCEL: ,-832.0,1568.0,-1952.0,-54.443665,22.916737,-238.387802
262,18:18:22:944,0001824169 [app] INFO: ACCEL: ,-896.0,-256.0,128.0,-68.057404,5.601777,-223.982971
263,18:18:23:080,0001824259 [app] INFO: ACCEL: ,-128.0,32.0,64.0,-68.950729,6.11917,-217.553253
264,18:18:23:169,0001824394 [app] INFO: ACCEL: ,672.0,192.0,192.0,-58.057663,9.694172,-208.558578
265,18:18:23:259,0001824484 [app] INFO: ACCEL: ,-544.0,-128.0,160.0,-65.201027,7.086428,-200.574707
266,18:18:23:398,0001824574 [app] INFO: ACCEL: ,448.0,-928.0,-96.0,-57.695053,-10.340676,-198.3414
267,18:18:23:484,0001824709 [app] INFO: ACCEL: ,-448.0,64.0,160.0,-63.378193,-8.955584,-190.833313
268,18:18:23:577,0001824799 [app] INFO: ACCEL: ,160.0,96.0,192.0,-60.147652,-7.033048,-182.921539
269,18:18:23:666,0001824889 [app] INFO: ACCEL: ,0.0,-384.0,-64.0,-59.286407,-13.827949,-180.49556
270,18:18:23:754,0001824979 [app] INFO: ACCEL: ,288.0,-576.0,352.0,-54.378063,-23.855494,-169.825119
271,18:18:23:894,0001825069 [app] INFO: ACCEL: ,-64.0,224.0,-64.0,-54.513077,-19.463964,-167.724487
272,18:18:23:982,0001825204 [app] INFO: ACCEL: ,416.0,-224.0,-256.0,-48.001015,-23.042206,-169.446213
273,18:18:24:114,0001825294 [app] INFO: ACCEL: ,-768.0,352.0,256.0,-57.92123,-16.567944,-161.292953
274,18:18:24:204,0001825429 [app] INFO: ACCEL: ,288.0,-64.0,960.0,-53.153103,-17.37879,-140.032547
275,18:18:24:294,0001825519 [app] INFO: ACCEL: ,-192.0,544.0,288.0,-55.053806,-7.93456,-131.892578
276,18:18:24:394,0001825609 [app] INFO: ACCEL: ,-352.0,-576.0,-96.0,-59.074856,-17.436924,-131.217117
277,18:18:24:477,0001825699 [app] INFO: ACCEL: ,-768.0,-384.0,32.0,-68.601891,-23.535135,-128.20015
278,18:18:24:565,0001825789 [app] INFO: ACCEL: ,-960.0,-1536.0,1376.0,-80.587624,-48.463497,-100.813019
279,18:18:24:658,0001825879 [app] INFO: ACCEL: ,-224.0,-1120.0,736.0,-82.523827,-66.354927,-85.407646
280,18:18:24:743,0001825969 [app] INFO: ACCEL: ,672.0,832.0,384.0,-72.444305,-51.290569,-76.78286
281,18:18:24:836,0001826059 [app] INFO: ACCEL: ,-32.0,-864.0,-128.0,-71.903206,-64.930771,-77.715454
282,18:18:24:924,0001826149 [app] INFO: ACCEL: ,448.0,480.0,-224.0,-65.033798,-55.792076,-80.334084
283,18:18:25:017,0001826239 [app] INFO: ACCEL: ,-128.0,32.0,-640.0,-65.863335,-54.328537,-90.204727
284,18:18:25:105,0001826329 [app] INFO: ACCEL: ,-160.0,-224.0,288.0,-67.088921,-57.115475,-83.577972
285,18:18:25:195,0001826419 [app] INFO: ACCEL: ,-1280.0,128.0,0.0,-82.7061,-54.11401,-82.128075
286,18:18:25:289,0001826509 [app] INFO: ACCEL: ,-800.0,-800.0,192.0,-92.042732,-66.058212,-77.445946
287,18:18:25:421,0001826599 [app] INFO: ACCEL: ,-384.0,-1696.0,736.0,-95.847267,-92.124908,-63.711918
288,18:18:25:513,0001826734 [app] INFO: ACCEL: ,256.0,128.0,384.0,-91.295189,-88.548874,-56.159466
289,18:18:25:598,0001826824 [app] INFO: ACCEL: ,0.0,544.0,-64.0,-90.121033,-78.393288,-56.29068
290,18:18:25:691,0001826914 [app] INFO: ACCEL: ,-192.0,0.0,-352.0,-91.417007,-77.139153,-61.158733
291,18:18:25:779,0001827004 [app] INFO: ACCEL: ,-32.0,128.0,-96.0,-90.669174,-73.904022,-61.726295
292,18:18:25:872,0001827094 [app] INFO: ACCEL: ,384.0,192.0,-192.0,-84.762222,-69.759033,-63.815857
293,18:18:25:960,0001827184 [app] INFO: ACCEL: ,64.0,192.0,-224.0,-82.916588,-65.720253,-66.351097
294,18:18:26:050,0001827274 [app] INFO: ACCEL: ,-96.0,32.0,128.0,-83.077393,-64.227745,-63.313469
295,18:18:26:140,0001827364 [app] INFO: ACCEL: ,-64.0,256.0,0.0,-82.845703,-59.401123,-62.335403
296,18:18:26:231,0001827454 [app] INFO: ACCEL: ,32.0,64.0,64.0,-81.467171,-57.55722,-60.411072
297,18:18:26:320,0001827544 [app] INFO: ACCEL: ,192.0,-32.0,64.0,-78.216232,-57.180042,-58.539841
298,18:18:26:408,0001827634 [app] INFO: ACCEL: ,-128.0,128.0,160.0,-78.80426,-54.485516,-55.29361
299,18:18:26:501,0001827724 [app] INFO: ACCEL: ,-128.0,-320.0,-128.0,-79.379128,-58.307465,-56.362377
300,18:18:26:588,0001827814 [app] INFO: ACCEL: ,-256.0,32.0,96.0,-81.421143,-57.019272,-54.151966
301,18:18:26:679,0001827904 [app] INFO: ACCEL: ,-128.0,-32.0,0.0,-81.955368,-56.666775,-53.375259
302,18:18:26:862,0001828084 [app] INFO: ACCEL: ,224.0,-32.0,96.0,-78.67849,-56.429092,-49.199303
303,18:18:26:949,0001828174 [app] INFO: ACCEL: ,-192.0,224.0,64.0,-79.944069,-52.634148,-47.631973
304,18:18:27:040,0001828264 [app] INFO: ACCEL: ,-224.0,320.0,-192.0,-81.538689,-47.631226,-49.60796
305,18:18:27:129,0001828354 [app] INFO: ACCEL: ,-224.0,-128.0,0.0,-83.102837,-48.703777,-48.93623
306,18:18:27:219,0001828444 [app] INFO: ACCEL: ,-32.0,-64.0,-224.0,-82.546288,-48.90554,-51.277355
307,18:18:27:314,0001828534 [app] INFO: ACCEL: ,-32.0,32.0,128.0,-82.001175,-47.851929,-48.903347
308,18:18:27:399,0001828624 [app] INFO: ACCEL: ,320.0,-96.0,64.0,-77.707802,-48.471874,-47.422588
309,18:18:27:489,0001828714 [app] INFO: ACCEL: ,-96.0,-32.0,64.0,-77.902634,-48.262283,-45.976952
310,18:18:27:580,0001828804 [app] INFO: ACCEL: ,-64.0,160.0,64.0,-77.756058,-45.644745,-44.56525
311,18:18:27:668,0001828894 [app] INFO: ACCEL: ,-128.0,192.0,-64.0,-78.280388,-42.682858,-44.812096
312,18:18:27:759,0001828984 [app] INFO: ACCEL: ,128.0,-128.0,32.0,-76.147835,-43.738049,-43.848358
313,18:18:27:851,0001829074 [app] INFO: ACCEL: ,32.0,-128.0,32.0,-75.036713,-44.769192,-42.907078
314,18:18:27:943,0001829164 [app] INFO: ACCEL: ,-224.0,96.0,32.0,-76.554863,-43.064541,-41.987499
315,18:18:28:029,0001829254 [app] INFO: ACCEL: ,-32.0,-32.0,0.0,-76.104042,-42.931789,-41.477547
316,18:18:28:122,0001829344 [app] INFO: ACCEL: ,-96.0,-96.0,-32.0,-76.303513,-43.561089,-41.363724
317,18:18:28:208,0001829434 [app] INFO: ACCEL: ,32.0,128.0,-256.0,-75.228035,-41.548401,-43.911297
318,18:18:28:301,0001829524 [app] INFO: ACCEL: ,-256.0,192.0,160.0,-77.009308,-38.831089,-41.509262
319,18:18:28:389,0001829614 [app] INFO: ACCEL: ,-64.0,64.0,-96.0,-76.881912,-37.64296,-42.146236
320,18:18:28:482,0001829704 [app] INFO: ACCEL: ,-160.0,160.0,-96.0,-77.688156,-35.380848,-42.769161
321,18:18:28:570,0001829794 [app] INFO: ACCEL: ,-224.0,448.0,416.0,-79.096062,-29.889572,-37.517693
322,18:18:28:660,0001829884 [app] INFO: ACCEL: ,32.0,480.0,-288.0,-78.034142,-24.107473,-40.378193
323,18:18:28:750,0001829974 [app] INFO: ACCEL: ,-96.0,896.0,160.0,-78.20462,-13.68652,-38.104511
324,18:18:28:840,0001830064 [app] INFO: ACCEL: ,128.0,-288.0,1152.0,-76.265671,-16.814434,-24.699053
325,18:18:28:932,0001830154 [app] INFO: ACCEL: ,1184.0,704.0,416.0,-64.477776,-8.64379,-19.674759
326,18:18:29:020,0001830244 [app] INFO: ACCEL: ,-928.0,-1184.0,-928.0,-72.679665,-22.005228,-30.002823
327,18:18:29:113,0001830334 [app] INFO: ACCEL: ,-128.0,32.0,64.0,-73.209068,-21.384092,-28.927006
328,18:18:29:198,0001830424 [app] INFO: ACCEL: ,160.0,864.0,928.0,-70.996048,-11.305976,-18.079233
329,18:18:29:291,0001830514 [app] INFO: ACCEL: ,1120.0,480.0,160.0,-59.748692,-5.679704,-16.04538
330,18:18:29:383,0001830604 [app] INFO: ACCEL: ,256.0,-832.0,-320.0,-56.725079,-15.126188,-19.489748
331,18:18:29:470,0001830694 [app] INFO: ACCEL: ,576.0,-320.0,96.0,-50.686028,-18.628403,-18.187922
332,18:18:29:559,0001830784 [app] INFO: ACCEL: ,320.0,32.0,320.0,-47.137535,-18.049952,-14.409673
333,18:18:29:651,0001830874 [app] INFO: ACCEL: ,-96.0,224.0,-192.0,-47.604252,-15.312932,-16.384922
334,18:18:29:742,0001830964 [app] INFO: ACCEL: ,-416.0,-160.0,-192.0,-51.093113,-16.938456,-18.323502
335,18:18:29:829,0001831054 [app] INFO: ACCEL: ,128.0,0.0,-160.0,-49.400677,-16.749731,-19.875738
336,18:18:29:923,0001831144 [app] INFO: ACCEL: ,32.0,96.0,-160.0,-48.635937,-15.50693,-21.398586
337,18:18:30:009,0001831234 [app] INFO: ACCEL: ,32.0,128.0,-128.0,-47.88422,-13.938861,-22.547834
338,18:18:30:100,0001831324 [app] INFO: ACCEL: ,160.0,96.0,32.0,-45.961082,-12.747193,-21.964809
339,18:18:30:189,0001831414 [app] INFO: ACCEL: ,96.0,32.0,-64.0,-44.654476,-12.266319,-22.409822
340,18:18:30:280,0001831504 [app] INFO: ACCEL: ,-288.0,96.0,32.0,-46.880039,-11.114191,-21.839363
341,18:18:30:371,0001831594 [app] INFO: ACCEL: ,160.0,-64.0,-192.0,-44.996086,-11.672249,-23.606804
342,18:18:30:459,0001831684 [app] INFO: ACCEL: ,32.0,96.0,-64.0,-44.298401,-10.546764,-24.023449
343,18:18:30:638,0001831864 [app] INFO: ACCEL: ,0.0,-64.0,-96.0,-44.363983,-12.958903,-21.923407
344,18:18:30:730,0001831976 [app] INFO: ACCEL: ,0.0,32.0,-32.0,-43.971291,-12.5002,-22.025007
345,18:18:30:821,0001832044 [app] INFO: ACCEL: ,96.0,160.0,-32.0,-42.742115,-10.756454,-22.124599
346,18:18:30:911,0001832134 [app] INFO: ACCEL: ,0.0,0.0,64.0,-42.369003,-10.64844,-21.273048
347,18:18:31:001,0001832224 [app] INFO: ACCEL: ,32.0,32.0,-96.0,-41.724884,-10.224345,-22.00592
348,18:18:31:092,0001832314 [app] INFO: ACCEL: ,-64.0,-64.0,128.0,-41.916435,-10.754271,-20.546894
349,18:18:31:183,0001832404 [app] INFO: ACCEL: ,32.0,0.0,-64.0,-41.285938,-10.649217,-20.966711
350,18:18:31:268,0001832494 [app] INFO: ACCEL: ,0.0,0.0,32.0,-40.936241,-10.546173,-20.45944
351,18:18:31:361,0001832584 [app] INFO: ACCEL: ,64.0,0.0,-32.0,-40.054161,-10.445084,-20.569033
352,18:18:31:448,0001832674 [app] INFO: ACCEL: ,32.0,-64.0,-32.0,-39.452282,-10.953664,-20.676588
353,18:18:31:542,0001832764 [app] INFO: ACCEL: ,-32.0,64.0,0.0,-39.390461,-10.247819,-20.48381
354,18:18:31:630,0001832854 [app] INFO: ACCEL: ,96.0,32.0,32.0,-38.276367,-9.853094,-19.998798
355,18:18:31:723,0001832944 [app] INFO: ACCEL: ,64.0,96.0,-32.0,-37.439388,-8.872435,-20.108803
356,18:18:31:812,0001833034 [app] INFO: ACCEL: ,32.0,0.0,-64.0,-36.874599,-8.790821,-20.507553
357,18:18:31:899,0001833124 [app] INFO: ACCEL: ,128.0,0.0,96.0,-35.542572,-8.710681,-19.457703
358,18:18:31:993,0001833214 [app] INFO: ACCEL: ,-32.0,64.0,96.0,-35.514088,-8.053701,-18.424223
359,18:18:32:079,0001833304 [app] INFO: ACCEL: ,96.0,64.0,0.0,-34.465008,-7.407557,-18.260393
360,18:18:32:173,0001833394 [app] INFO: ACCEL: ,-64.0,96.0,-32.0,-34.699352,-6.487176,-18.381535
361,18:18:32:259,0001833484 [app] INFO: ACCEL: ,128.0,-32.0,-160.0,-33.417835,-6.712712,-19.619595
362,18:18:32:354,0001833574 [app] INFO: ACCEL: ,32.0,96.0,128.0,-32.904942,-5.812224,-18.336664
363,18:18:32:440,0001833664 [app] INFO: ACCEL: ,0.0,-32.0,0.0,-32.648632,-6.040282,-18.178215
364,18:18:32:529,0001833754 [app] INFO: ACCEL: ,-32.0,32.0,-32.0,-32.643616,-5.711695,-18.296671
365,18:18:32:619,0001833844 [app] INFO: ACCEL: ,64.0,0.0,-32.0,-31.901878,-5.662744,-18.413145
366,18:18:32:709,0001833934 [app] INFO: ACCEL: ,-64.0,0.0,0.0,-32.146824,-5.614619,-18.257915
367,18:18:32:843,0001834024 [app] INFO: ACCEL: ,0.0,-32.0,-64.0,-31.90321,-5.83699,-18.640455
368,18:18:32:933,0001834159 [app] INFO: ACCEL: ,0.0,-96.0,0.0,-31.663107,-6.590911,-18.485718
369,18:18:33:029,0001834249 [app] INFO: ACCEL: ,0.0,-32.0,64.0,-31.426441,-6.80199,-17.806381
370,18:18:33:115,0001834339 [app] INFO: ACCEL: ,32.0,-64.0,64.0,-30.955584,-7.27347,-17.137049
371,18:18:33:206,0001834429 [app] INFO: ACCEL: ,0.0,-32.0,64.0,-30.727186,-7.475853,-16.477512
372,18:18:33:297,0001834519 [app] INFO: ACCEL: ,64.0,96.0,-32.0,-30.032957,-6.635384,-16.602873
373,18:18:33:384,0001834609 [app] INFO: ACCEL: ,-64.0,0.0,96.0,-30.280546,-6.581813,-15.700486
374,18:18:33:473,0001834699 [app] INFO: ACCEL: ,0.0,-32.0,-32.0,-30.061277,-6.785409,-15.830359
375,18:18:33:566,0001834789 [app] INFO: ACCEL: ,-32.0,96.0,64.0,-30.075224,-5.968243,-15.1991
376,18:18:33:654,0001834879 [app] INFO: ACCEL: ,96.0,-32.0,-32.0,-29.174747,-6.173987,-15.33112
377,18:18:33:744,0001834969 [app] INFO: ACCEL: ,96.0,0.0,-64.0,-28.284821,-6.125548,-15.7107
378,18:18:33:834,0001835059 [app] INFO: ACCEL: ,32.0,-64.0,-128.0,-27.858194,-6.576133,-16.580532
379,18:18:33:924,0001835149 [app] INFO: ACCEL: ,96.0,128.0,-32.0,-26.986788,-5.535284,-16.699322
380,18:18:34:017,0001835239 [app] INFO: ACCEL: ,0.0,32.0,-64.0,-26.797785,-5.246434,-17.061049
381,18:18:34:109,0001835329 [app] INFO: ACCEL: ,64.0,-32.0,-192.0,-26.165962,-5.450893,-18.389965
382,18:18:34:197,0001835419 [app] INFO: ACCEL: ,-64.0,-64.0,-32.0,-26.427885,-5.895187,-18.492929
383,18:18:34:286,0001835509 [app] INFO: ACCEL: ,32.0,64.0,-32.0,-26.025871,-5.368177,-18.594376
384,18:18:34:469,0001835689 [app] INFO: ACCEL: ,-192.0,-32.0,128.0,-26.327244,-6.002614,-16.658756
385,18:18:34:554,0001835779 [app] INFO: ACCEL: ,-544.0,-96.0,-64.0,-29.841076,-6.668205,-17.008368
386,18:18:34:735,0001835869 [app] INFO: ACCEL: ,288.0,-64.0,-32.0,-27.676161,-7.089851,-17.118372
387,18:18:34:828,0001836049 [app] INFO: ACCEL: ,96.0,-320.0,224.0,-26.834181,-9.376947,-15.361487
388,18:18:34:962,0001836139 [app] INFO: ACCEL: ,-32.0,-160.0,128.0,-26.869198,-10.47667,-14.319489
389,18:18:35:052,0001836274 [app] INFO: ACCEL: ,64.0,-64.0,320.0,-26.257324,-10.86578,-11.900214
390,18:18:35:139,0001836364 [app] INFO: ACCEL: ,160.0,192.0,384.0,-25.009287,-9.400052,-9.037018
391,18:18:35:232,0001836454 [app] INFO: ACCEL: ,256.0,32.0,32.0,-23.131966,-9.101881,-8.740048
392,18:18:35:319,0001836544 [app] INFO: ACCEL: ,96.0,320.0,-128.0,-22.336956,-6.746645,-9.597586
393,18:18:35:412,0001836634 [app] INFO: ACCEL: ,-224.0,-64.0,-64.0,-23.676968,-7.156129,-9.986893
394,18:18:35:502,0001836724 [app] INFO: ACCEL: ,256.0,0.0,-320.0,-21.823439,-7.105253,-12.191983
395,18:18:35:592,0001836814 [app] INFO: ACCEL: ,-384.0,320.0,64.0,-24.22117,-4.795811,-11.650553
396,18:18:35:682,0001836904 [app] INFO: ACCEL: ,576.0,192.0,160.0,-20.245232,-3.407164,-10.437554
397,18:18:35:776,0001836994 [app] INFO: ACCEL: ,160.0,64.0,-352.0,-19.044979,-2.933007,-12.842498
398,18:18:35:864,0001837084 [app] INFO: ACCEL: ,128.0,-64.0,-288.0,-18.0688,-3.360136,-14.779387
399,18:18:35:949,0001837174 [app] INFO: ACCEL: ,128.0,-128.0,32.0,-17.102682,-4.226917,-14.450613
400,18:18:36:041,0001837264 [app] INFO: ACCEL: ,-64.0,32.0,-160.0,-17.411722,-3.976105,-15.467367
401,18:18:36:131,0001837354 [app] INFO: ACCEL: ,32.0,-448.0,32.0,-17.087942,-7.031299,-15.137126
402,18:18:36:221,0001837444 [app] INFO: ACCEL: ,-288.0,-192.0,-192.0,-18.853321,-8.306463,-16.36025
403,18:18:36:312,0001837534 [app] INFO: ACCEL: ,-128.0,128.0,-64.0,-19.563766,-7.369779,-16.688599
404,18:18:36:400,0001837624 [app] INFO: ACCEL: ,-256.0,64.0,352.0,-21.096115,-6.881362,-14.162494
405,18:18:36:492,0001837714 [app] INFO: ACCEL: ,256.0,64.0,-384.0,-19.303431,-6.398901,-16.697657
406,18:18:36:579,0001837804 [app] INFO: ACCEL: ,160.0,-160.0,-672.0,-18.144529,-7.438796,-21.191818
407,18:18:36:672,0001837894 [app] INFO: ACCEL: ,320.0,608.0,-96.0,-15.965281,-3.287605,-21.708002
408,18:18:36:767,0001837984 [app] INFO: ACCEL: ,384.0,96.0,256.0,-13.386912,-2.614255,-19.802095
409,18:18:36:848,0001838074 [app] INFO: ACCEL: ,-32.0,-544.0,96.0,-13.50708,-6.26829,-19.00841
410,18:18:36:985,0001838164 [app] INFO: ACCEL: ,-192.0,-352.0,128.0,-14.652479,-8.611058,-18.0054
411,18:18:37:078,0001838299 [app] INFO: ACCEL: ,-1056.0,-256.0,832.0,-21.315809,-10.287582,-12.228455
412,18:18:37:164,0001838389 [app] INFO: ACCEL: ,0.0,160.0,544.0,-21.177477,-9.135699,-8.410249
413,18:18:37:253,0001838479 [app] INFO: ACCEL: ,-160.0,-352.0,864.0,-22.072954,-11.44716,-2.396744
414,18:18:37:344,0001838569 [app] INFO: ACCEL: ,320.0,256.0,128.0,-19.8745,-9.644009,-1.488608
415,18:18:37:439,0001838659 [app] INFO: ACCEL: ,384.0,128.0,224.0,-17.277901,-8.717319,0.074963
416,18:18:37:529,0001838749 [app] INFO: ACCEL: ,288.0,32.0,0.0,-15.312088,-8.444278,0.074445
417,18:18:37:614,0001838839 [app] INFO: ACCEL: ,192.0,-128.0,-64.0,-13.977613,-9.241296,-0.365729
418,18:18:37:705,0001838929 [app] INFO: ACCEL: ,-160.0,-224.0,288.0,-14.915401,-10.666881,1.604253
419,18:18:37:793,0001839019 [app] INFO: ACCEL: ,96.0,32.0,64.0,-14.20557,-10.384322,2.030045
420,18:18:37:887,0001839109 [app] INFO: ACCEL: ,-256.0,32.0,288.0,-15.746542,-10.105245,3.970695
421,18:18:37:975,0001839199 [app] INFO: ACCEL: ,64.0,128.0,320.0,-15.239103,-9.201085,6.112979
422,18:18:38:064,0001839289 [app] INFO: ACCEL: ,-128.0,-128.0,160.0,-15.95321,-9.97591,7.155622
423,18:18:38:292,0001839379 [app] INFO: ACCEL: ,192.0,64.0,-32.0,-14.641613,-9.495423,6.891307
424,18:18:38:424,0001839604 [app] INFO: ACCEL: ,-576.0,0.0,-256.0,-18.174549,-9.434056,5.127226
425,18:18:38:516,0001839739 [app] INFO: ACCEL: ,192.0,-160.0,128.0,-16.845413,-10.401061,5.950521
426,18:18:38:603,0001839829 [app] INFO: ACCEL: ,-64.0,-96.0,64.0,-17.142981,-10.948944,6.33783
427,18:18:38:703,0001839919 [app] INFO: ACCEL: ,-128.0,32.0,160.0,-17.838804,-10.675329,7.35745
428,18:18:38:784,0001840010 [app] INFO: ACCEL: ,-224.0,352.0,-160.0,-19.127592,-8.377504,6.250908
429,18:18:38:876,0001840099 [app] INFO: ACCEL: ,-64.0,96.0,-256.0,-19.407505,-7.71562,4.522606
430,18:18:38:963,0001840189 [app] INFO: ACCEL: ,64.0,-512.0,-448.0,-18.889975,-10.899857,1.544452
431,18:18:39:055,0001840279 [app] INFO: ACCEL: ,-96.0,64.0,-448.0,-19.366268,-10.425169,-1.421184
432,18:18:39:147,0001840369 [app] INFO: ACCEL: ,-224.0,576.0,128.0,-20.624416,-6.726532,-0.565415
433,18:18:39:234,0001840459 [app] INFO: ACCEL: ,96.0,352.0,160.0,-19.908859,-4.451989,0.492027
434,18:18:39:328,0001840549 [app] INFO: ACCEL: ,-480.0,448.0,64.0,-22.721073,-1.580922,0.908863
435,18:18:39:414,0001840639 [app] INFO: ACCEL: ,-736.0,1024.0,128.0,-27.093988,4.944086,1.738634
436,18:18:39:506,0001840729 [app] INFO: ACCEL: ,-608.0,-64.0,1248.0,-30.683846,4.499336,9.843047
437,18:18:39:595,0001840819 [app] INFO: ACCEL: ,256.0,-64.0,-544.0,-28.902761,4.059687,6.176086
438,18:18:39:687,0001840909 [app] INFO: ACCEL: ,-1088.0,-640.0,384.0,-35.479263,-0.053314,8.688525
439,18:18:39:776,0001840999 [app] INFO: ACCEL: ,-736.0,320.0,32.0,-39.893322,2.003587,8.843673
440,18:18:39:864,0001841089 [app] INFO: ACCEL: ,-320.0,-64.0,-320.0,-41.671669,1.579427,6.668543
441,18:18:39:955,0001841179 [app] INFO: ACCEL: ,480.0,192.0,-192.0,-38.36224,2.796911,5.354559
442,18:18:40:044,0001841269 [app] INFO: ACCEL: ,64.0,-288.0,96.0,-37.71027,0.942476,5.952495
443,18:18:40:136,0001841359 [app] INFO: ACCEL: ,-384.0,-256.0,416.0,-39.906376,-0.695094,8.644457
444,18:18:40:224,0001841449 [app] INFO: ACCEL: ,-480.0,160.0,224.0,-42.698868,0.327774,10.060488
445,18:18:40:317,0001841539 [app] INFO: ACCEL: ,-128.0,-96.0,-64.0,-43.241413,-0.283446,9.574628
446,18:18:40:405,0001841629 [app] INFO: ACCEL: ,128.0,-32.0,-256.0,-42.157307,-0.483808,7.841183
447,18:18:40:495,0001841719 [app] INFO: ACCEL: ,32.0,-32.0,-32.0,-41.689194,-0.681779,7.581456
448,18:18:40:590,0001841809 [app] INFO: ACCEL: ,-160.0,0.0,192.0,-42.432434,-0.67752,8.776847
449,18:18:40:675,0001841899 [app] INFO: ACCEL: ,96.0,-32.0,-32.0,-41.566185,-0.871957,8.513273
450,18:18:40:768,0001841989 [app] INFO: ACCEL: ,32.0,-96.0,-96.0,-41.107445,-1.459194,7.841515
451,18:18:40:853,0001842079 [app] INFO: ACCEL: ,96.0,96.0,-64.0,-40.256531,-0.860127,7.38175
452,18:18:40:946,0001842169 [app] INFO: ACCEL: ,-64.0,-96.0,0.0,-40.403378,-1.442491,7.334743
453,18:18:41:036,0001842259 [app] INFO: ACCEL: ,0.0,0.0,64.0,-40.154915,-1.433698,7.693361
454,18:18:41:127,0001842349 [app] INFO: ACCEL: ,96.0,0.0,64.0,-39.322067,-1.425012,8.047868
455,18:18:41:222,0001842439 [app] INFO: ACCEL: ,0.0,32.0,-96.0,-39.082352,-1.223716,7.396152
